"","BPLD","YEAR","WARD","SEX","NFAMS","AGE","LABFORCE","OCCSTR","INDSTR","BIRTHPLACE"
"11075",2500,1910,19,"female",1,3,0,"N","","Massachusetts"
"11076",2500,1910,19,"male",1,0,0,"N","","Massachusetts"
"11077",2500,1910,19,"female",1,38,2,"DRESS MKR","AT HOME","Massachusetts"
"11078",2500,1910,19,"male",1,9,0,"N","","Massachusetts"
"11079",2500,1910,19,"female",1,7,0,"N","","Massachusetts"
"11080",41400,1910,19,"male",1,75,2,"LAB","ODD JOBS","Ireland"
"11081",2500,1910,19,"male",1,22,2,"SMAN","JEWELRY STORE","Massachusetts"
"11082",15000,1910,19,"female",1,23,2,"WAITRESS","REST","Canada"
"11083",3600,1910,19,"male",1,74,1,"N","","New York"
"11084",15000,1910,19,"male",1,27,2,"ENGR","STATIONARY ST???","Canada"
"11085",2300,1910,19,"female",1,19,1,"N","","Maine"
"11086",41400,1910,19,"female",1,22,1,"N","","Ireland"
"11087",15000,1910,19,"female",1,36,1,"N","","Canada"
"11088",43300,1910,19,"female",1,14,0,"N","","Greece"
"11089",41400,1910,19,"female",1,36,1,"LNDRS","LAUNDRY","Ireland"
"11090",41400,1910,19,"female",1,29,1,"LNDRS","LAUNDRY","Ireland"
"11091",2500,1910,19,"female",1,55,1,"LNDRS","LAUNDRY","Massachusetts"
"11092",5000,1910,19,"female",1,22,1,"LNDRS","LAUNDRY","Vermont"
"11093",2300,1910,19,"female",1,33,1,"LNDRS","LAUNDRY","Maine"
"11094",45300,1910,19,"male",1,62,1,"N","","Germany"
"11095",42600,1910,19,"female",1,52,1,"N","","Switzerland"
"11096",2500,1910,19,"male",1,29,2,"PRINTER","BANK NOTE[PRINTING OFCE","Massachusetts"
"11097",2500,1910,19,"male",1,22,2,"SMAN","VARNISH","Massachusetts"
"11098",2500,1910,19,"male",1,20,2,"CHFR","TAXI CAB","Massachusetts"
"11099",2500,1910,19,"female",1,17,2,"STENO","INS","Massachusetts"
"11100",2500,1910,19,"female",1,13,0,"N","","Massachusetts"
"11101",45300,1910,19,"male",1,32,2,"DOCTOR","OWN PRACTICE[GENP","Germany"
"11102",2500,1910,19,"female",1,26,1,"N","","Massachusetts"
"11103",45300,1910,19,"female",2,54,1,"N","","Germany"
"11104",2500,1910,19,"female",2,24,2,"MUSIC TCH","AT HOME","Massachusetts"
"11105",900,1910,19,"female",2,12,0,"N","","Connecticut"
"11106",1100,1910,19,"female",2,44,1,"N","OWN INC","District of Columbia"
"11107",41400,1910,19,"male",1,52,2,"CLK","HOTEL","Ireland"
"11108",41400,1910,19,"female",1,31,1,"N","","Ireland"
"11109",2500,1910,19,"male",1,13,0,"N","","Massachusetts"
"11110",41400,1910,19,"female",1,10,0,"N","","Ireland"
"11111",41400,1910,19,"female",1,6,0,"N","","Ireland"
"11112",41400,1910,19,"female",1,4,0,"N","","Ireland"
"11113",41400,1910,19,"male",1,48,2,"LAB","BLDG","Ireland"
"11114",41400,1910,19,"female",1,39,1,"N","","Ireland"
"11115",2500,1910,19,"male",1,19,2,"APP","BRICK LAYER","Massachusetts"
"11116",2500,1910,19,"female",1,17,2,"PAINTING","BRUSH FCT","Massachusetts"
"11117",2500,1910,19,"male",1,15,0,"N","","Massachusetts"
"11118",2500,1910,19,"female",1,13,0,"N","","Massachusetts"
"11119",2500,1910,19,"male",1,11,0,"N","","Massachusetts"
"11120",2500,1910,19,"female",1,9,0,"N","","Massachusetts"
"11121",2500,1910,19,"male",1,7,0,"N","","Massachusetts"
"11122",2500,1910,19,"female",1,1,0,"N","","Massachusetts"
"11123",2500,1910,19,"male",1,0,0,"N","","Massachusetts"
"11124",41400,1910,19,"male",1,31,2,"GEN WK","ODD JOBS","Ireland"
"11125",41400,1910,19,"female",1,28,1,"N","","Ireland"
"11126",2500,1910,19,"female",1,3,0,"N","","Massachusetts"
"11127",2500,1910,19,"male",1,1,0,"N","","Massachusetts"
"11128",45000,1910,19,"male",1,39,2,"BREWERY WORKER","BREWERY","Austria"
"11129",45000,1910,19,"female",1,33,1,"N","","Austria"
"11130",2500,1910,19,"male",1,9,0,"N","","Massachusetts"
"11131",2500,1910,19,"female",1,8,0,"N","","Massachusetts"
"11132",2500,1910,19,"female",1,6,0,"N","","Massachusetts"
"11133",2500,1910,19,"male",1,4,0,"N","","Massachusetts"
"11134",2500,1910,19,"female",1,1,0,"N","","Massachusetts"
"11135",41400,1910,19,"female",1,30,2,"COOK","PFAM","Ireland"
"11136",3600,1910,19,"male",1,31,2,"ELEVATOR MAN","PVT CLUB","New York"
"11137",2500,1910,19,"female",1,23,1,"N","","Massachusetts"
"11138",2500,1910,19,"male",1,5,0,"N","","Massachusetts"
"11139",2500,1910,19,"male",1,3,0,"N","","Massachusetts"
"11140",2500,1910,19,"female",1,1,0,"N","","Massachusetts"
"11141",41400,1910,19,"male",2,44,2,"TEAMSTER","M?T GOVT.","Ireland"
"11142",41400,1910,19,"female",2,43,1,"N","","Ireland"
"11143",2500,1910,19,"female",2,17,2,"BKPR","GROCERY","Massachusetts"
"11144",2500,1910,19,"male",2,15,0,"N","","Massachusetts"
"11145",2500,1910,19,"female",2,13,0,"N","","Massachusetts"
"11146",2500,1910,19,"male",2,11,0,"N","","Massachusetts"
"11147",2500,1910,19,"female",2,9,0,"N","","Massachusetts"
"11148",2500,1910,19,"male",2,5,0,"N","","Massachusetts"
"11149",2500,1910,19,"female",2,2,0,"N","","Massachusetts"
"11150",2500,1910,19,"male",2,0,0,"N","","Massachusetts"
"11151",41400,1910,19,"male",2,51,2,"LAB","BLDG","Ireland"
"11152",15000,1910,19,"male",1,47,2,"PIANO MOVER","*","Canada"
"11153",15000,1910,19,"female",1,47,1,"N","","Canada"
"11154",2500,1910,19,"female",1,15,0,"N","","Massachusetts"
"11155",2500,1910,19,"male",1,14,0,"N","","Massachusetts"
"11156",2500,1910,19,"female",1,10,0,"N","","Massachusetts"
"11157",2500,1910,19,"male",1,5,0,"N","","Massachusetts"
"11158",2500,1910,19,"female",1,51,1,"N","","Massachusetts"
"11159",41400,1910,19,"female",1,30,2,"REST","*","Ireland"
"11160",2500,1910,19,"female",1,5,0,"N","","Massachusetts"
"11161",2500,1910,19,"male",3,56,2,"OPTICIAN","STORE","Massachusetts"
"11162",2500,1910,19,"male",3,16,1,"STUDENT","COLLEGE","Massachusetts"
"11163",2500,1910,19,"male",3,13,0,"N","","Massachusetts"
"11164",4400,1910,19,"male",3,60,2,"SECY","PVT","Rhode Island"
"11165",45300,1910,19,"female",3,20,2,"MAID","HOUSE WK","Germany"
"11166",2500,1910,19,"female",1,75,2,"N","ODD JOBS","Massachusetts"
"11167",2500,1910,19,"male",1,48,2,"SMAN","TRAV","Massachusetts"
"11168",2500,1910,19,"male",1,43,2,"TEAMSTER","EXPRESS","Massachusetts"
"11169",41400,1910,19,"female",1,68,1,"N","","Ireland"
"11170",2500,1910,19,"male",1,40,2,"WIRE MAN","ELEC. RR","Massachusetts"
"11171",41400,1910,19,"male",1,61,2,"LAB","STREET","Ireland"
"11172",41400,1910,19,"female",1,55,1,"N","","Ireland"
"11173",2500,1910,19,"male",1,27,2,"LAB","ODD JOBS","Massachusetts"
"11174",41400,1910,19,"female",1,49,2,"SERV","HOUSE","Ireland"
"11175",2500,1910,19,"male",1,37,2,"HOUSEWORK","WORKING OUT","Massachusetts"
"11176",2500,1910,19,"female",1,15,0,"EYE GLASS","FCT","Massachusetts"
"11177",2500,1910,19,"male",1,11,0,"N","","Massachusetts"
"11178",2500,1910,19,"male",1,8,0,"N","","Massachusetts"
"11179",2500,1910,19,"female",1,7,0,"N","","Massachusetts"
"11180",2500,1910,19,"male",1,4,0,"N","","Massachusetts"
"11181",45300,1910,19,"female",1,40,2,"WASHING WOMAN","WKG OUT","Germany"
"11182",2500,1910,19,"female",1,17,2,"PACKER","DRUG FCT","Massachusetts"
"11183",41400,1910,19,"male",2,39,2,"HOSTLER","STABLE","Ireland"
"11184",41400,1910,19,"female",2,38,1,"N","","Ireland"
"11185",2500,1910,19,"male",2,10,0,"N","","Massachusetts"
"11186",2500,1910,19,"female",2,8,0,"N","","Massachusetts"
"11187",2500,1910,19,"female",2,6,0,"N","","Massachusetts"
"11188",2500,1910,19,"male",2,3,0,"N","","Massachusetts"
"11189",2500,1910,19,"male",2,2,0,"N","","Massachusetts"
"11190",41400,1910,19,"male",2,24,2,"CARP","HOSUE","Ireland"
"11191",41400,1910,19,"male",1,64,2,"ST. LAB","CITY","Ireland"
"11192",41400,1910,19,"female",1,57,1,"N","","Ireland"
"11193",2500,1910,19,"male",1,19,2,"TEAMSTER","CONTRACTOR","Massachusetts"
"11194",2500,1910,19,"female",1,13,0,"N","","Massachusetts"
"11195",41400,1910,19,"male",1,56,2,"LAB","RUBBER FCT","Ireland"
"11196",41400,1910,19,"female",1,50,2,"HOUSE CLEANING","GEN.","Ireland"
"11197",2500,1910,19,"female",1,12,0,"N","","Massachusetts"
"11198",2500,1910,19,"female",1,17,2,"OPR","SHOE FCT","Massachusetts"
"11199",41400,1910,19,"female",1,57,2,"HOUSE WK","FAMS","Ireland"
"11200",2500,1910,19,"male",1,23,2,"BOTTLER","BOTTLING EST.","Massachusetts"
"11201",2500,1910,19,"male",1,28,2,"HELPER","UNDERTAKER","Massachusetts"
"11202",15010,1910,19,"female",1,47,2,"CATALOGUER","PUBLIC LIBRARY","English Canada"
"11203",15010,1910,19,"female",1,50,1,"HKPR","*","English Canada"
"11204",2500,1910,19,"female",1,50,1,"N","","Massachusetts"
"11205",2500,1910,19,"female",1,20,2,"MUSIC TCH","TEACHING PVT","Massachusetts"
"11206",2500,1910,19,"female",1,16,1,"N","","Massachusetts"
"11207",2500,1910,19,"female",1,45,2,"DRESS MKR","PVT","Massachusetts"
"11208",41400,1910,19,"male",1,54,2,"CLK","RR","Ireland"
"11209",41400,1910,19,"female",1,51,1,"N","","Ireland"
"11210",2500,1910,19,"male",1,20,2,"CARP","CARP SHOP","Massachusetts"
"11211",2500,1910,19,"male",1,16,1,"!","MUSIC STORE","Massachusetts"
"11212",2300,1910,19,"male",1,84,2,"HATTER","HAT FCT","Maine"
"11213",41400,1910,19,"female",1,75,1,"N","","Ireland"
"11214",2300,1910,19,"female",1,35,2,"LNDRS","PVT LAUNDRY","Maine"
"11215",41400,1910,19,"male",1,56,2,"BUTCHER","MEAT STORE","Ireland"
"11216",41400,1910,19,"female",1,50,1,"N","","Ireland"
"11217",2500,1910,19,"male",1,32,2,"PLUMBER","CONTRACTOR","Massachusetts"
"11218",2500,1910,19,"female",1,32,1,"N","","Massachusetts"
"11219",2500,1910,19,"female",1,4,0,"N","","Massachusetts"
"11220",2500,1910,19,"female",1,3,0,"N","","Massachusetts"
"11221",2500,1910,19,"male",1,2,0,"N","","Massachusetts"
"11222",45300,1910,19,"male",1,33,2,"PRINTER","BANK NOTES CO","Germany"
"11223",2500,1910,19,"female",1,30,1,"N","","Massachusetts"
"11224",2500,1910,19,"male",1,3,0,"N","","Massachusetts"
"11225",2500,1910,19,"male",1,1,0,"N","","Massachusetts"
"11226",2500,1910,19,"male",1,0,0,"N","","Massachusetts"
"11227",2500,1910,19,"male",1,48,2,"CARP","HOUSE","Massachusetts"
"11228",41400,1910,19,"female",1,46,1,"N","","Ireland"
"11229",2500,1910,19,"female",1,15,0,"N","","Massachusetts"
"11230",2500,1910,19,"female",1,14,0,"N","","Massachusetts"
"11231",2500,1910,19,"female",1,12,0,"N","","Massachusetts"
"11232",2500,1910,19,"male",1,10,0,"N","","Massachusetts"
"11233",2500,1910,19,"male",1,8,0,"N","","Massachusetts"
"11234",2500,1910,19,"male",1,6,0,"N","","Massachusetts"
"11235",2500,1910,19,"male",1,3,0,"N","","Massachusetts"
"11236",4200,1910,19,"male",1,23,2,"REPAIRER","AUTO TIRES","Pennsylvania"
"11237",2500,1910,19,"female",1,22,1,"N","","Massachusetts"
"11238",2500,1910,19,"female",1,0,0,"N","","Massachusetts"
"11239",41400,1910,19,"female",1,59,1,"N","","Ireland"
"11240",15000,1910,19,"male",1,49,2,"IRON MOULDER","IRON FOUNDRY","Canada"
"11241",2500,1910,19,"female",1,45,1,"N","","Massachusetts"
"11242",2500,1910,19,"female",1,18,2,"TI? STITCHER","SHOE FCT","Massachusetts"
"11243",2500,1910,19,"male",1,17,2,"MESSENGER","SHOE FCT","Massachusetts"
"11244",41400,1910,19,"male",1,39,2,"LAB","COAL YARD","Ireland"
"11245",41400,1910,19,"female",1,36,1,"N","","Ireland"
"11246",2500,1910,19,"male",1,11,0,"N","","Massachusetts"
"11247",2500,1910,19,"male",1,9,0,"N","","Massachusetts"
"11248",2500,1910,19,"female",1,1,0,"N","","Massachusetts"
"11249",41400,1910,19,"male",1,46,2,"LAB","BREWERY","Ireland"
"11250",41400,1910,19,"female",1,46,1,"N","","Ireland"
"11251",2500,1910,19,"male",1,20,2,"PACKER","BREWERY","Massachusetts"
"11252",2500,1910,19,"female",1,19,2,"OPR","RAZOR FCT","Massachusetts"
"11253",2500,1910,19,"male",1,26,2,"SHOE CUTTER","SHOE FCT","Massachusetts"
"11254",41000,1910,19,"female",1,26,1,"N","","England"
"11255",2500,1910,19,"male",1,3,0,"N","","Massachusetts"
"11256",2500,1910,19,"female",1,2,0,"N","","Massachusetts"
"11257",2500,1910,19,"male",1,1,0,"N","","Massachusetts"
"11258",2500,1910,19,"male",1,38,2,"BAGGAGE MASTER","RR","Massachusetts"
"11259",2500,1910,19,"female",1,37,1,"N","","Massachusetts"
"11260",2500,1910,19,"female",1,13,0,"N","","Massachusetts"
"11261",2500,1910,19,"male",1,11,0,"N","","Massachusetts"
"11262",2500,1910,19,"female",1,8,0,"N","","Massachusetts"
"11263",2500,1910,19,"female",1,6,0,"N","","Massachusetts"
"11264",2500,1910,19,"male",1,36,2,"CLK","BANK","Massachusetts"
"11265",41400,1910,19,"female",1,27,1,"N","","Ireland"
"11266",41400,1910,19,"male",1,62,2,"LAB","STREET","Ireland"
"11267",2500,1910,19,"female",1,27,1,"N","","Massachusetts"
"11268",41400,1910,19,"male",2,60,2,"LAB","STREET","Ireland"
"11269",41400,1910,19,"female",2,60,1,"N","","Ireland"
"11270",41400,1910,19,"male",2,37,2,"CARP","*","Ireland"
"11271",2500,1910,19,"female",2,34,1,"N","","Massachusetts"
"11272",2500,1910,19,"male",2,7,0,"N","","Massachusetts"
"11273",2500,1910,19,"male",2,6,0,"N","","Massachusetts"
"11274",2500,1910,19,"female",2,4,0,"N","","Massachusetts"
"11275",41400,1910,19,"female",2,70,2,"COOK","PFAM","Ireland"
"11276",41400,1910,19,"female",1,58,2,"NURSE","GENP","Ireland"
"11277",3300,1910,19,"male",1,22,2,"SINGER","THEATRICAL","New Hampshire"
"11278",2500,1910,19,"male",1,17,1,"N","","Massachusetts"
"11279",2500,1910,19,"male",1,13,0,"N","","Massachusetts"
"11280",3300,1910,19,"male",1,24,2,"SHIPPING CLK","RR","New Hampshire"
"11281",3300,1910,19,"female",1,27,1,"N","","New Hampshire"
"11282",2500,1910,19,"female",1,0,0,"N","","Massachusetts"
"11283",900,1910,19,"male",1,46,2,"TEAMSTER","BREWERY","Connecticut"
"11284",2500,1910,19,"female",1,39,1,"N","","Massachusetts"
"11285",2500,1910,19,"female",2,49,1,"N","","Massachusetts"
"11286",2500,1910,19,"male",2,27,2,"TOOL KEEPER","SUBWAY","Massachusetts"
"11287",2500,1910,19,"female",2,25,2,"PACKER","SHOE FCT","Massachusetts"
"11288",2500,1910,19,"female",2,23,2,"STITCHER","SUSPENDER FCT","Massachusetts"
"11289",2500,1910,19,"male",2,22,2,"PRESSER","BOOK BINDING","Massachusetts"
"11290",2500,1910,19,"female",2,20,1,"N","","Massachusetts"
"11291",2500,1910,19,"male",2,17,2,"TEAMSTER","ICE CREAM","Massachusetts"
"11292",2500,1910,19,"female",2,31,2,"PACKER","SUSPENDER FCT","Massachusetts"
"11293",41400,1910,19,"male",1,70,2,"LAB","STREET WK","Ireland"
"11294",2500,1910,19,"female",1,59,1,"N","","Massachusetts"
"11295",2500,1910,19,"male",1,31,2,"CLK","POST OFC","Massachusetts"
"11296",2500,1910,19,"male",1,26,2,"OPENER & PACKER","CUSTOM HOUSE","Massachusetts"
"11297",2500,1910,19,"male",1,20,2,"MACHINE OPR","WRENCH MAKING","Massachusetts"
"11298",2500,1910,19,"female",1,15,0,"N","","Massachusetts"
"11299",15000,1910,19,"male",1,64,2,"JANITOR","HOUSE","Canada"
"11300",41400,1910,19,"female",1,60,1,"N","","Ireland"
"11301",2500,1910,19,"male",1,39,2,"JANITOR","HOUSE","Massachusetts"
"11302",2500,1910,19,"male",1,25,2,"CUTTER BOOK","BINDERY","Massachusetts"
"11303",2500,1910,19,"female",1,17,1,"N","","Massachusetts"
"11304",2500,1910,19,"female",2,57,1,"N","","Massachusetts"
"11305",2500,1910,19,"male",2,16,1,"N","","Massachusetts"
"11306",3300,1910,19,"male",3,64,2,"PHYS","OWN PRACTICE","New Hampshire"
"11307",2500,1910,19,"female",3,56,1,"N","","Massachusetts"
"11308",41400,1910,19,"female",3,28,2,"COOK","PFAM","Ireland"
"11309",41400,1910,19,"female",3,24,2,"CHAMBERMAID","PFAM","Ireland"
"11310",2500,1910,19,"female",1,71,1,"N","","Massachusetts"
"11311",2500,1910,19,"male",1,38,2,"BELT MKR","FCT","Massachusetts"
"11312",2500,1910,19,"male",1,27,2,"INSTALLER","TELPH","Massachusetts"
"11313",45300,1910,19,"male",1,46,2,"CHOIR MASTER","CATHEDRAL","Germany"
"11314",45300,1910,19,"female",1,41,1,"N","","Germany"
"11315",2500,1910,19,"female",1,17,2,"DRESS MKR","WKG OUT","Massachusetts"
"11316",2500,1910,19,"female",1,15,0,"N","","Massachusetts"
"11317",2500,1910,19,"male",1,14,0,"N","","Massachusetts"
"11318",900,1910,19,"female",1,10,0,"N","","Connecticut"
"11319",46500,1910,19,"male",1,27,2,"WAITER","HOTEL","Other USSR/Russia"
"11320",46500,1910,19,"female",1,22,1,"N","","Other USSR/Russia"
"11321",2500,1910,19,"female",1,0,0,"N","","Massachusetts"
"11322",41400,1910,19,"male",1,37,2,"CLK","POST OFC","Ireland"
"11323",41400,1910,19,"female",1,29,1,"N","","Ireland"
"11324",2500,1910,19,"male",1,5,0,"N","","Massachusetts"
"11325",2500,1910,19,"female",1,2,0,"N","","Massachusetts"
"11326",3600,1910,19,"male",1,52,2,"MACHINIST","SHOP","New York"
"11327",2500,1910,19,"female",1,35,1,"N","","Massachusetts"
"11328",2500,1910,19,"female",1,20,2,"LEATHER WORKER","EYE GLASS CASE FCT","Massachusetts"
"11329",2500,1910,19,"male",1,12,0,"N","","Massachusetts"
"11330",2500,1910,19,"female",1,8,0,"N","","Massachusetts"
"11331",2500,1910,19,"female",1,6,0,"N","","Massachusetts"
"11332",43400,1910,19,"male",2,28,2,"WAITER","HOTEL","Italy"
"11333",2500,1910,19,"female",2,28,1,"N","","Massachusetts"
"11334",2500,1910,19,"female",2,3,0,"N","","Massachusetts"
"11335",2500,1910,19,"female",2,23,1,"N","","Massachusetts"
"11336",2500,1910,19,"male",1,34,2,"COLLECTOR","PIANO CO.","Massachusetts"
"11337",2500,1910,19,"female",1,36,2,"SILK WINDER","FCT","Massachusetts"
"11338",41000,1910,19,"male",1,47,2,"CARP","BLDG","England"
"11339",15000,1910,19,"female",1,40,1,"N","","Canada"
"11340",2500,1910,19,"female",1,49,1,"N","","Massachusetts"
"11341",2500,1910,19,"female",1,43,2,"BKPR","WHS. SHOE{WHL SHOE}","Massachusetts"
"11342",2500,1910,19,"female",1,41,1,"N","","Massachusetts"
"11343",2500,1910,19,"male",1,39,2,"SHADE HANGER","STORE","Massachusetts"
"11344",15000,1910,19,"male",1,43,2,"TAILOR","SHOP","Canada"
"11345",15000,1910,19,"female",1,36,1,"N","","Canada"
"11346",2500,1910,19,"female",1,16,2,"PACKER","DRUG FCT","Massachusetts"
"11347",2500,1910,19,"male",1,14,0,"OFC BOY","STOCK BROKER","Massachusetts"
"11348",2500,1910,19,"female",1,10,0,"N","","Massachusetts"
"11349",2500,1910,19,"female",1,7,0,"N","","Massachusetts"
"11350",2500,1910,19,"female",1,5,0,"N","","Massachusetts"
"11351",2500,1910,19,"female",1,3,0,"N","","Massachusetts"
"11352",41000,1910,19,"male",2,21,2,"SMAN","MARKET","England"
"11353",2300,1910,19,"female",2,33,2,"HOUSE WK","PFAM","Maine"
"11354",2500,1910,19,"male",2,11,0,"N","","Massachusetts"
"11355",2300,1910,19,"male",2,73,1,"N","","Maine"
"11356",3300,1910,19,"female",2,34,2,"TCH","SCH","New Hampshire"
"11357",41000,1910,19,"female",2,50,2,"HOUSE WK","PFAM","England"
"11358",2500,1910,19,"male",2,16,1,"N","","Massachusetts"
"11359",3600,1910,19,"male",1,38,2,"CARP","HOUSE","New York"
"11360",4200,1910,19,"female",1,37,1,"N","","Pennsylvania"
"11361",3600,1910,19,"female",1,14,0,"N","","New York"
"11362",4200,1910,19,"male",1,3,0,"N","","Pennsylvania"
"11363",2500,1910,19,"male",1,2,0,"N","","Massachusetts"
"11364",15000,1910,19,"male",1,44,2,"SMAN","TEA CO","Canada"
"11365",15000,1910,19,"female",1,70,1,"N","","Canada"
"11366",15000,1910,19,"female",1,61,2,"LAB","CITY","Canada"
"11367",41400,1910,19,"male",1,45,2,"SHIPPER","BREWERY","Ireland"
"11368",41400,1910,19,"female",1,41,1,"N","","Ireland"
"11369",41400,1910,19,"female",1,22,1,"N","","Ireland"
"11370",2500,1910,19,"male",1,19,2,"APP","PLUMBER","Massachusetts"
"11371",2500,1910,19,"male",1,17,2,"STOCK BOY","SHOE FCT","Massachusetts"
"11372",41400,1910,19,"female",1,23,2,"TABLE GIRL","REST","Ireland"
"11373",2500,1910,19,"male",1,1,0,"N","","Massachusetts"
"11374",41400,1910,19,"male",1,48,2,"PLUMBER","GEN WK","Ireland"
"11375",41400,1910,19,"female",1,48,1,"N","","Ireland"
"11376",2500,1910,19,"male",1,17,1,"N","","Massachusetts"
"11377",2500,1910,19,"male",1,14,0,"N","","Massachusetts"
"11378",2500,1910,19,"female",1,12,0,"N","","Massachusetts"
"11379",2500,1910,19,"male",1,10,0,"N","","Massachusetts"
"11380",2500,1910,19,"female",1,8,0,"N","","Massachusetts"
"11381",41400,1910,19,"male",1,28,2,"BKPR","TELPH CO.","Ireland"
"11382",15000,1910,19,"female",1,27,1,"N","","Canada"
"11383",2500,1910,19,"male",1,1,0,"N","","Massachusetts"
"11384",41400,1910,19,"male",1,60,2,"ASST. JANITOR","CHURCH","Ireland"
"11385",15000,1910,19,"male",1,49,2,"MOTORMAN","STREET CARS","Canada"
"11386",15000,1910,19,"female",1,48,1,"N","","Canada"
"11387",2500,1910,19,"male",1,37,2,"FIREMAN","FIRE DEPT","Massachusetts"
"11388",2500,1910,19,"female",1,30,1,"N","","Massachusetts"
"11389",2500,1910,19,"male",1,7,0,"N","","Massachusetts"
"11390",2500,1910,19,"male",1,4,0,"N","","Massachusetts"
"11391",2500,1910,19,"male",1,35,2,"BARTENDER","SALOON","Massachusetts"
"11392",2500,1910,19,"female",1,30,1,"N","","Massachusetts"
"11393",2500,1910,19,"female",1,12,0,"N","","Massachusetts"
"11394",41000,1910,19,"male",1,27,2,"MOTORMAN","STREET CAR","England"
"11395",41400,1910,19,"female",1,27,1,"N","","Ireland"
"11396",15000,1910,19,"male",1,38,2,"BUILDER","HOUSES","Canada"
"11397",15000,1910,19,"female",1,37,1,"N","","Canada"
"11398",2500,1910,19,"male",1,9,0,"N","","Massachusetts"
"11399",2500,1910,19,"female",1,7,0,"N","","Massachusetts"
"11400",15000,1910,19,"male",1,4,0,"N","","Canada"
"11401",2500,1910,19,"female",1,2,0,"N","","Massachusetts"
"11402",2500,1910,19,"male",1,34,2,"DRUGGIST","DRUG STORE","Massachusetts"
"11403",2500,1910,19,"female",1,28,1,"N","","Massachusetts"
"11404",2500,1910,19,"female",1,0,0,"N","","Massachusetts"
"11405",43300,1910,19,"male",1,40,2,"DEALER","FRUIT","Greece"
"11406",54210,1910,19,"female",1,28,1,"N","","European Turkey"
"11407",2500,1910,19,"female",1,3,0,"N","","Massachusetts"
"11408",2500,1910,19,"female",1,2,0,"N","","Massachusetts"
"11409",2500,1910,19,"female",1,0,0,"N","","Massachusetts"
"11410",54210,1910,19,"female",1,17,1,"N","","European Turkey"
"11411",45300,1910,19,"male",1,38,2,"BREWER","BREWERY","Germany"
"11412",45300,1910,19,"female",1,42,1,"N","","Germany"
"11413",2500,1910,19,"male",1,23,2,"MACHINIST","AUTO","Massachusetts"
"11414",45300,1910,19,"female",1,19,1,"N","","Germany"
"11415",41400,1910,19,"male",1,58,2,"CLERK","P.O.","Ireland"
"11416",2500,1910,19,"female",1,58,1,"N","","Massachusetts"
"11417",2500,1910,19,"female",1,27,1,"N","","Massachusetts"
"11418",41400,1910,19,"male",1,31,2,"CHFR","PFAM","Ireland"
"11419",41400,1910,19,"female",1,25,1,"N","","Ireland"
"11420",2500,1910,19,"male",1,0,0,"N","","Massachusetts"
"11421",41400,1910,19,"male",1,27,2,"CHFR","PFAM","Ireland"
"11422",41400,1910,19,"female",1,20,1,"N","","Ireland"
"11423",41400,1910,19,"male",1,24,2,"COACHMAN","PFAM","Ireland"
"11424",41400,1910,19,"female",1,24,1,"N","","Ireland"
"11425",2500,1910,19,"male",1,41,2,"WAITER","SALOON","Massachusetts"
"11426",41400,1910,19,"female",1,43,1,"N","","Ireland"
"11427",2500,1910,19,"male",1,20,2,"STREK FITTER","SHOE FCT","Massachusetts"
"11428",2500,1910,19,"female",1,19,2,"WEAVER","SUSPENDER FCT","Massachusetts"
"11429",2500,1910,19,"female",1,16,2,"WEAVER","SUSPENDER FCT","Massachusetts"
"11430",2500,1910,19,"female",1,15,0,"LACER","SHOE FCT","Massachusetts"
"11431",2500,1910,19,"male",1,13,0,"N","","Massachusetts"
"11432",2500,1910,19,"male",1,11,0,"N","","Massachusetts"
"11433",2500,1910,19,"male",1,4,0,"N","","Massachusetts"
"11434",45300,1910,19,"male",1,48,2,"? WAITOR","STORE","Germany"
"11435",45300,1910,19,"female",1,37,1,"N","","Germany"
"11436",2500,1910,19,"male",1,18,2,"TEAMSTER","GROCERY STORE","Massachusetts"
"11437",2500,1910,19,"male",1,15,0,"CUTTER","SHOE FCT","Massachusetts"
"11438",2500,1910,19,"male",1,13,0,"N","","Massachusetts"
"11439",41400,1910,20,"female",1,78,1,"N","","Ireland"
"11440",2500,1910,20,"male",1,36,2,"PLUMBER","HOUSE","Massachusetts"
"11441",2500,1910,20,"male",1,44,2,"GARDENER","GEN WK","Massachusetts"
"11442",41400,1910,20,"female",1,36,1,"N","","Ireland"
"11443",2500,1910,20,"female",1,10,0,"N","","Massachusetts"
"11444",2500,1910,20,"male",1,9,0,"N","","Massachusetts"
"11445",2500,1910,20,"female",1,6,0,"N","","Massachusetts"
"11446",2500,1910,20,"male",1,4,0,"N","","Massachusetts"
"11447",2500,1910,20,"female",1,2,0,"N","","Massachusetts"
"11448",15000,1910,20,"female",2,50,1,"N","","Canada"
"11449",15000,1910,20,"female",2,21,2,"SLADY","LINENS","Canada"
"11450",15000,1910,20,"female",2,19,2,"STENO","OFC","Canada"
"11451",2500,1910,20,"male",2,18,2,"APP","MACHINE SHOP","Massachusetts"
"11452",2500,1910,20,"male",2,13,0,"N","","Massachusetts"
"11453",15000,1910,20,"female",2,23,2,"MILLINER","MILLINER","Canada"
"11454",15000,1910,20,"female",1,31,2,"SLADY","LADIES FURNISHINGS","Canada"
"11455",15000,1910,20,"female",1,29,1,"N","","Canada"
"11456",15000,1910,20,"female",1,27,2,"BUYER","DRY GOODS","Canada"
"11457",41000,1910,20,"male",1,46,2,"AGT","INS","England"
