"","BPLD","YEAR","WARD","SEX","NFAMS","AGE","LABFORCE","OCCSTR","INDSTR","BIRTHPLACE"
"1",2500,1910,0,"male",3,57,2,"PROP","FOUNDRY","Massachusetts"
"2",5000,1910,0,"female",3,79,1,"OWN INC","","Vermont"
"3",2300,1910,0,"female",3,69,2,"DRESSMAKER","WORK BY DAY","Maine"
"4",41400,1910,0,"female",3,83,2,"SERV","PFAM","Ireland"
"5",2500,1910,1,"male",1,43,2,"ELEVATOR MAN","CONFECTIONARY","Massachusetts"
"6",15000,1910,1,"female",1,42,1,"N","","Canada"
"7",2500,1910,1,"female",1,18,2,"BOX PACKER","CANDY","Massachusetts"
"8",2500,1910,1,"female",1,14,0,"N","","Massachusetts"
"9",2500,1910,1,"male",1,11,0,"N","","Massachusetts"
"10",2300,1910,1,"female",1,73,1,"N","","Maine"
"11",15000,1910,1,"male",1,42,2,"FOREMAN","WINDOW SHADE","Canada"
"12",15000,1910,1,"female",1,44,1,"N","","Canada"
"13",2500,1910,1,"female",1,18,1,"N","","Massachusetts"
"14",2500,1910,1,"female",1,16,1,"N","","Massachusetts"
"15",2500,1910,1,"female",1,14,0,"N","","Massachusetts"
"16",2500,1910,1,"female",1,10,0,"N","","Massachusetts"
"17",2500,1910,1,"male",1,34,2,"CARP","HOUSE","Massachusetts"
"18",2500,1910,1,"female",1,33,1,"N","","Massachusetts"
"19",2500,1910,1,"female",1,12,0,"N","","Massachusetts"
"20",2500,1910,1,"male",1,10,0,"N","","Massachusetts"
"21",2500,1910,1,"female",1,64,1,"N","","Massachusetts"
"22",2500,1910,1,"female",1,37,1,"N","","Massachusetts"
"23",2500,1910,1,"male",1,42,2,"MACHINIST","NAVY YARD","Massachusetts"
"24",15000,1910,1,"male",1,74,2,"CARP","HOUSE","Canada"
"25",15000,1910,1,"male",2,40,2,"COOK","STEAMER","Canada"
"26",2300,1910,1,"female",2,35,1,"N","","Maine"
"27",2300,1910,1,"male",2,13,0,"N","","Maine"
"28",2300,1910,1,"male",2,10,0,"N","","Maine"
"29",2300,1910,1,"female",2,8,0,"N","","Maine"
"30",2300,1910,1,"male",2,6,0,"N","","Maine"
"31",2500,1910,1,"male",2,2,0,"N","","Massachusetts"
"32",3900,1910,1,"male",2,27,2,"COOK","TUG BOAT","Ohio"
"33",2500,1910,1,"female",2,47,2,"RETAIL MERCHANT","VARIETY STORE","Massachusetts"
"34",2500,1910,1,"male",2,24,2,"CONDUCTOR","STREET CARS","Massachusetts"
"35",2500,1910,1,"female",2,28,1,"N","","Massachusetts"
"36",2500,1910,1,"male",2,3,0,"N","","Massachusetts"
"37",2500,1910,1,"female",2,0,0,"N","","Massachusetts"
"38",2500,1910,1,"female",2,56,2,"NURSE","PFAM","Massachusetts"
"39",2500,1910,1,"male",1,44,2,"DRAW TENDER","BRIDGE","Massachusetts"
"40",2500,1910,1,"female",1,38,1,"N","","Massachusetts"
"41",2500,1910,1,"female",1,8,0,"N","","Massachusetts"
"42",2500,1910,1,"male",1,5,0,"N","","Massachusetts"
"43",2500,1910,1,"male",1,4,0,"N","","Massachusetts"
"44",2500,1910,1,"male",1,2,0,"N","","Massachusetts"
"45",2300,1910,1,"male",1,48,2,"ENGR","?REDGER","Maine"
"46",2300,1910,1,"female",1,42,1,"N","","Maine"
"47",2300,1910,1,"female",1,18,1,"N","","Maine"
"48",2300,1910,1,"male",1,14,0,"N","","Maine"
"49",2300,1910,1,"female",1,8,0,"N","","Maine"
"50",15000,1910,1,"male",2,50,2,"BKPR","TAILOR","Canada"
"51",15000,1910,1,"female",2,24,2,"STENO","DEPARTMENT STORE","Canada"
"52",15000,1910,1,"female",2,19,2,"SERV","PFAM","Canada"
"53",2500,1910,1,"male",1,23,2,"PATTERN MAKER","MACHINE SHOP","Massachusetts"
"54",2500,1910,1,"female",1,21,1,"N","","Massachusetts"
"55",2500,1910,1,"male",1,2,0,"N","","Massachusetts"
"56",15000,1910,1,"male",1,52,2,"ENGR","MACHINE SHOP","Canada"
"57",600,1910,1,"male",3,35,2,"LAUNDRY MAN","LAUNDRY","California"
"58",50000,1910,1,"male",3,38,2,"IRONER","LAUNDRY","China"
"59",600,1910,1,"male",3,25,2,"IRONER","LAUNDRY","California"
"60",2300,1910,1,"male",1,42,2,"WAGON DRIVER","EXPRESS","Maine"
"61",15000,1910,1,"female",1,35,1,"N","","Canada"
"62",2500,1910,1,"female",1,16,1,"N","","Massachusetts"
"63",2500,1910,1,"male",1,12,0,"N","","Massachusetts"
"64",2500,1910,1,"male",1,9,0,"N","","Massachusetts"
"65",15000,1910,1,"male",2,59,2,"BOILER MAKER","BOILER SHOP","Canada"
"66",15000,1910,1,"female",2,60,1,"N","","Canada"
"67",2500,1910,1,"female",2,35,1,"N","","Massachusetts"
"68",2500,1910,1,"male",2,23,2,"BOILER MAKER","BOILER SHOP","Massachusetts"
"69",2500,1910,1,"male",2,50,1,"OWN INC","","Massachusetts"
"70",15000,1910,1,"male",3,43,2,"ENGR","STEAM SHIP","Canada"
"71",2500,1910,1,"female",3,33,1,"N","","Massachusetts"
"72",2500,1910,1,"female",3,37,1,"OWN INC","","Massachusetts"
"73",2500,1910,1,"male",3,30,2,"SMAN","DRY GOODS STORE","Massachusetts"
"74",2300,1910,1,"male",1,76,2,"CAULKER","SHIP YARD","Maine"
"75",15000,1910,1,"female",1,55,1,"N","","Canada"
"76",2500,1910,1,"male",1,29,2,"ARCHITECT","GENERAL CONTRACTOR","Massachusetts"
"77",2500,1910,1,"male",1,21,2,"COLLECTOR","! COMPANY","Massachusetts"
"78",2500,1910,1,"male",1,20,2,"WEIGHER","! WHARF","Massachusetts"
"79",2500,1910,1,"female",1,18,1,"N","","Massachusetts"
"80",2500,1910,1,"female",1,15,0,"N","","Massachusetts"
"81",15000,1910,1,"male",1,70,1,"OWN INC","","Canada"
"82",2500,1910,1,"female",1,61,1,"N","","Massachusetts"
"83",2500,1910,1,"male",1,37,2,"MACHINIST","!","Massachusetts"
"84",2500,1910,1,"female",1,27,2,"OPR","TELEPHONE","Massachusetts"
"85",2500,1910,1,"male",1,23,2,"CLERK","BAKERY","Massachusetts"
"86",2500,1910,1,"female",1,35,1,"N","","Massachusetts"
"87",2500,1910,1,"female",1,20,2,"TCH","SCH","Massachusetts"
"88",2500,1910,1,"female",1,18,1,"N","","Massachusetts"
"89",3300,1910,1,"male",1,31,1,"!","OIL WORKS","New Hampshire"
"90",2500,1910,1,"female",1,29,1,"N","","Massachusetts"
"91",2500,1910,1,"female",1,8,0,"N","","Massachusetts"
"92",2500,1910,1,"male",1,1,0,"N","","Massachusetts"
"93",2300,1910,1,"male",3,71,2,"CAULKER","SHIP YARD","Maine"
"94",2300,1910,1,"female",3,62,1,"N","","Maine"
"95",2300,1910,1,"male",3,31,2,"SMAN","UPHOLSTERY","Maine"
"96",2300,1910,1,"male",3,29,2,"SMAN","UPHOLSTERY","Maine"
"97",2300,1910,1,"female",3,20,2,"SALES LADY","DRY GOODS","Maine"
"98",2500,1910,1,"male",1,27,2,"MACHINIST","REPAIR WORK","Massachusetts"
"99",2500,1910,1,"female",1,27,1,"N","","Massachusetts"
"100",2500,1910,1,"female",1,3,0,"N","","Massachusetts"
"101",2500,1910,1,"female",1,1,0,"N","","Massachusetts"
"102",2500,1910,1,"male",1,0,0,"N","","Massachusetts"
"103",3300,1910,1,"male",1,41,2,"COOPER","BARREL CO","New Hampshire"
"104",41400,1910,1,"female",1,41,1,"N","","Ireland"
"105",2500,1910,1,"female",1,21,2,"TRIMMER","BOX FCT","Massachusetts"
"106",2500,1910,1,"female",1,19,2,"BOX MAKER","RAZER CO.","Massachusetts"
"107",2500,1910,1,"male",1,15,0,"N","","Massachusetts"
"108",15000,1910,1,"male",1,35,2,"BOILER MAKER","MACHINE CO.","Canada"
"109",15000,1910,1,"female",1,34,1,"N","","Canada"
"110",2500,1910,1,"male",1,9,0,"N","","Massachusetts"
"111",2500,1910,1,"female",1,4,0,"N","","Massachusetts"
"112",2500,1910,1,"male",1,1,0,"N","","Massachusetts"
"113",15000,1910,1,"male",1,31,2,"LAB","IRON WORK","Canada"
"114",2300,1910,1,"male",2,68,2,"CAULKER","SHIP YARD","Maine"
"115",3300,1910,1,"female",2,34,2,"MILLINER","OWN ACCOUNT","New Hampshire"
"116",41100,1910,1,"female",2,32,2,"MILLINER","OWN ACCOUNT","Scotland"
"117",15000,1910,1,"male",1,51,2,"PAINTER","HOUSE","Canada"
"118",2500,1910,1,"male",1,23,2,"SMAN","? LEAKES CO.","Massachusetts"
"119",2500,1910,1,"male",1,19,2,"PAINTER","HOUSE","Massachusetts"
"120",2500,1910,1,"male",1,17,2,"APP","PLUMBING CO.","Massachusetts"
"121",2500,1910,1,"female",1,16,1,"N","","Massachusetts"
"122",2500,1910,1,"female",1,6,0,"N","","Massachusetts"
"123",41400,1910,1,"male",1,52,2,"LAB","PICK AND SHOVEL","Ireland"
"124",3400,1910,1,"male",1,22,2,"BUTCHER","MARKET","New Jersey"
"125",3400,1910,1,"female",1,20,2,"SALES LADY","DRY GOODS","New Jersey"
"126",2500,1910,1,"female",1,15,0,"FINISHER","BOX FCT","Massachusetts"
"127",2500,1910,1,"male",1,11,0,"N","","Massachusetts"
"128",2500,1910,1,"female",1,9,0,"N","","Massachusetts"
"129",3900,1910,1,"male",1,37,2,"PICTURE MACHINE OPR","THEATRE","Ohio"
"130",2300,1910,1,"female",1,23,1,"N","","Maine"
"131",2300,1910,1,"male",1,7,0,"N","","Maine"
"132",2500,1910,1,"male",1,5,0,"N","","Massachusetts"
"133",2300,1910,1,"female",1,19,1,"N","","Maine"
"134",15000,1910,1,"male",1,26,2,"FISHERMAN","AT SEA","Canada"
"135",15000,1910,1,"female",1,26,1,"N","","Canada"
"136",2500,1910,1,"female",1,0,0,"N","","Massachusetts"
"137",15000,1910,1,"female",1,19,1,"!","ELECTRIC LIGHT FCT","Canada"
"138",15000,1910,1,"male",1,16,2,"APP","MACHINE SHOP","Canada"
"139",15000,1910,1,"female",1,14,0,"N","","Canada"
"140",15000,1910,1,"male",1,33,2,"FIREMAN","TOW BOAT","Canada"
"141",2500,1910,1,"female",1,33,1,"N","","Massachusetts"
"142",2500,1910,1,"male",1,5,0,"N","","Massachusetts"
"143",2500,1910,1,"male",1,3,0,"N","","Massachusetts"
"144",2500,1910,1,"male",1,1,0,"N","","Massachusetts"
"145",43400,1910,1,"male",1,28,2,"SHOE MAKER","REPAIRS","Italy"
"146",41400,1910,1,"male",1,38,2,"BUTCHER","MEAT STORE","Ireland"
"147",41400,1910,1,"female",1,32,1,"N","","Ireland"
"148",2500,1910,1,"male",1,9,0,"N","","Massachusetts"
"149",3600,1910,1,"female",1,7,0,"N","","New York"
"150",2500,1910,1,"male",1,2,0,"N","","Massachusetts"
"151",43600,1910,1,"male",1,42,2,"BARBER","BARBER SHOP","Portugal"
"152",43600,1910,1,"female",1,47,1,"N","","Portugal"
"153",43600,1910,1,"female",1,20,1,"N","","Portugal"
"154",43600,1910,1,"female",1,17,1,"N","","Portugal"
"155",2500,1910,1,"male",1,22,2,"ELECT","TELEPHONE","Massachusetts"
"156",2500,1910,1,"female",1,22,1,"N","","Massachusetts"
"157",2500,1910,1,"female",1,0,0,"N","","Massachusetts"
"158",2500,1910,1,"female",1,19,2,"SERV","PFAM","Massachusetts"
"159",15000,1910,1,"male",1,36,2,"FIREMAN","SCH HOUSE","Canada"
"160",15000,1910,1,"female",1,37,1,"N","","Canada"
"161",2500,1910,1,"male",1,12,0,"N","","Massachusetts"
"162",2500,1910,1,"female",1,10,0,"N","","Massachusetts"
"163",2500,1910,1,"male",1,3,0,"N","","Massachusetts"
"164",2500,1910,1,"male",1,0,0,"N","","Massachusetts"
"165",41000,1910,1,"male",1,50,2,"ENGR","MARINE","England"
"166",15000,1910,1,"female",1,48,1,"N","","Canada"
"167",2500,1910,1,"male",1,27,2,"PAINTER","HOUSE","Massachusetts"
"168",2500,1910,1,"male",1,25,2,"SHIPPER","WHOLE LIQUOR","Massachusetts"
"169",2500,1910,1,"male",1,21,2,"SMAN","CONFECTIONARY","Massachusetts"
"170",2500,1910,1,"male",1,19,2,"SHIPPER","WHOLE CONFECTIONARY","Massachusetts"
"171",2500,1910,1,"male",1,13,0,"N","","Massachusetts"
"172",41400,1910,1,"male",1,43,2,"FREIGHT HANDLER","BOSTON ME","Ireland"
"173",2500,1910,1,"female",1,44,1,"N","","Massachusetts"
"174",2500,1910,1,"male",1,14,0,"N","","Massachusetts"
"175",2500,1910,1,"male",1,11,0,"N","","Massachusetts"
"176",2500,1910,1,"female",1,8,0,"N","","Massachusetts"
"177",2500,1910,1,"female",1,6,0,"N","","Massachusetts"
"178",41400,1910,1,"male",1,38,2,"LAB","COAL CO.","Ireland"
"179",41400,1910,1,"female",1,29,1,"N","","Ireland"
"180",2500,1910,1,"female",1,7,0,"N","","Massachusetts"
"181",2500,1910,1,"female",1,4,0,"N","","Massachusetts"
"182",2500,1910,1,"male",1,2,0,"N","","Massachusetts"
"183",46500,1910,1,"male",1,42,2,"TAILOR","TAILOR SHOP","Other USSR/Russia"
"184",46500,1910,1,"female",1,39,1,"N","","Other USSR/Russia"
"185",2500,1910,1,"male",1,17,1,"N","","Massachusetts"
"186",15000,1910,1,"male",1,68,2,"SHIP CALKER","SHIP YARD","Canada"
"187",15000,1910,1,"female",1,67,1,"N","","Canada"
"188",2500,1910,1,"male",1,36,2,"SURVERYOR","LUMBER YARD","Massachusetts"
"189",2500,1910,1,"female",1,33,2,"MILLINER","STORE","Massachusetts"
"190",2500,1910,1,"female",1,31,2,"BKPR","INS OFFICE","Massachusetts"
"191",2500,1910,1,"female",1,25,2,"SALES LADY","DRY GOODS STORE","Massachusetts"
"192",2500,1910,1,"female",1,35,2,"SALES LADY","DRY GOODS STORE","Massachusetts"
"193",2500,1910,1,"male",1,29,2,"COMMERICIAL TRAV","MACHINE MFG.","Massachusetts"
"194",15000,1910,1,"female",1,30,1,"N","","Canada"
"195",2500,1910,1,"female",1,2,0,"N","","Massachusetts"
"196",15000,1910,1,"male",1,54,2,"LAB","WHARF","Canada"
"197",15000,1910,1,"female",1,48,1,"N","","Canada"
"198",2500,1910,1,"female",1,25,2,"BKPR","FIRE INS OFFICE","Massachusetts"
"199",43600,1910,1,"male",1,34,2,"GAS FITTER","*","Portugal"
"200",43600,1910,1,"female",1,27,1,"N","","Portugal"
"201",2500,1910,1,"female",1,4,0,"N","","Massachusetts"
"202",2500,1910,1,"female",1,3,0,"N","","Massachusetts"
"203",2500,1910,1,"female",1,1,0,"N","","Massachusetts"
"204",43600,1910,1,"male",1,43,2,"SAILOR","OFFICER","Portugal"
"205",43600,1910,1,"female",1,34,2,"N[DRESSMKR","PFAM","Portugal"
"206",43400,1910,1,"male",1,36,2,"PORTER","? MARKET","Italy"
"207",43400,1910,1,"female",1,30,1,"N","","Italy"
"208",43400,1910,1,"male",1,29,2,"HOD CARRIER","BLDG","Italy"
"209",43400,1910,1,"female",1,25,1,"N","","Italy"
"210",2500,1910,1,"male",1,2,0,"N","","Massachusetts"
"211",2500,1910,1,"male",1,0,0,"N","","Massachusetts"
"212",41400,1910,1,"female",1,54,1,"N","","Ireland"
"213",2500,1910,1,"male",1,21,2,"SMAN","GROCERY","Massachusetts"
"214",41400,1910,1,"female",1,94,1,"N","","Ireland"
"215",41400,1910,1,"female",1,38,2,"SWOMAN","PERIODICALS","Ireland"
"216",41400,1910,1,"female",2,59,1,"N","","Ireland"
"217",2500,1910,1,"male",2,20,2,"BUNDLE BOY","DEPT STORE","Massachusetts"
"218",2500,1910,1,"male",2,55,2,"?ATHER","BUILDERS","Massachusetts"
"219",46500,1910,1,"male",1,46,2,"STORE KEEPER","FURNITURE","Other USSR/Russia"
"220",46500,1910,1,"female",1,46,1,"N","","Other USSR/Russia"
"221",2500,1910,1,"male",1,24,2,"WAGON DRIVER","FURNITURE","Massachusetts"
"222",2500,1910,1,"male",1,20,2,"SMAN","FURNITURE","Massachusetts"
"223",2500,1910,1,"male",1,18,2,"SMAN","FURNITURE","Massachusetts"
"224",2500,1910,1,"male",1,16,1,"N","","Massachusetts"
"225",2500,1910,1,"female",1,13,0,"N","","Massachusetts"
"226",2500,1910,1,"female",1,11,0,"N","","Massachusetts"
"227",2500,1910,1,"male",1,10,0,"N","","Massachusetts"
"228",2500,1910,1,"male",1,0,0,"N","","Massachusetts"
"229",46500,1910,1,"male",1,42,2,"COBBLER","COBBLER SHOP","Other USSR/Russia"
"230",46500,1910,1,"female",1,39,1,"*","","Other USSR/Russia"
"231",46500,1910,1,"male",1,14,0,"N","","Other USSR/Russia"
"232",2500,1910,1,"male",1,53,2,"COOPER","OIL WKS","Massachusetts"
"233",2500,1910,1,"male",1,51,2,"JOUR","POTTERY","Massachusetts"
"234",41400,1910,1,"female",1,67,1,"N","","Ireland"
"235",2500,1910,1,"male",3,21,2,"LAB","RUBBER MILLS","Massachusetts"
"236",2500,1910,1,"female",3,20,1,"N","","Massachusetts"
"237",2500,1910,1,"female",3,0,0,"N","","Massachusetts"
"238",2500,1910,1,"male",3,16,2,"SMAN","PROVISION STORE","Massachusetts"
"239",2500,1910,1,"female",3,13,0,"N","","Massachusetts"
"240",43400,1910,1,"male",3,61,2,"SMAN","LIQUOR STORE","Italy"
"241",43400,1910,1,"female",3,55,1,"N","","Italy"
"242",2500,1910,1,"male",3,27,1,"N","","Massachusetts"
"243",2500,1910,1,"male",3,25,2,"SECY TRESURER","AUTO CORPORATION","Massachusetts"
"244",2500,1910,1,"female",3,21,1,"N","","Massachusetts"
"245",2500,1910,1,"male",3,16,1,"N","","Massachusetts"
"246",2500,1910,1,"female",3,15,0,"N","","Massachusetts"
"247",2500,1910,1,"female",3,13,0,"N","","Massachusetts"
"248",43400,1910,1,"female",3,23,2,"SERV","PFAM","Italy"
"249",43400,1910,1,"female",3,22,2,"SERV","PFAM","Italy"
"250",40500,1910,1,"male",1,45,2,"STEAM ENGR","OFC BLDG","Sweden"
"251",40500,1910,1,"female",1,37,1,"N","","Sweden"
"252",2500,1910,1,"male",1,8,0,"N","","Massachusetts"
"253",2500,1910,1,"male",1,5,0,"N","","Massachusetts"
"254",2500,1910,1,"male",1,1,0,"N","","Massachusetts"
"255",40400,1910,1,"male",3,30,2,"BOILER MKR","BOILER SHOP","Norway"
"256",40400,1910,1,"female",3,23,1,"N","","Norway"
"257",2500,1910,1,"male",3,1,0,"N","","Massachusetts"
"258",40400,1910,1,"male",3,21,2,"SEAMAN","STEAMSHIP","Norway"
"259",40400,1910,1,"male",3,19,2,"SEAMAN","STEAMSHIP","Norway"
"260",2500,1910,1,"male",2,36,2,"WAGON DRIVER","FOUNDRY","Massachusetts"
"261",2500,1910,1,"female",2,34,1,"N","","Massachusetts"
"262",2500,1910,1,"female",2,5,0,"N","","Massachusetts"
"263",2500,1910,1,"male",2,3,0,"N","","Massachusetts"
"264",2500,1910,1,"female",2,0,0,"N","","Massachusetts"
"265",2500,1910,1,"male",2,32,2,"WAGON DRIVER","TRUCKING CO.","Massachusetts"
"266",2500,1910,1,"male",2,27,2,"WAGON DRIVER","TRUCKING CO.","Massachusetts"
"267",41400,1910,1,"male",2,75,1,"N","","Ireland"
"268",2500,1910,1,"female",2,37,2,"WEAVER","RUBBER FCT","Massachusetts"
"269",15000,1910,1,"male",1,22,2,"FIREMAN ST??YS","GOVT","Canada"
"270",15000,1910,1,"female",1,20,1,"N","","Canada"
"271",2500,1910,1,"female",1,1,0,"N","","Massachusetts"
"272",41400,1910,1,"female",1,65,1,"N","","Ireland"
"273",2300,1910,1,"male",1,31,2,"OILER ENGINE","GOVT","Maine"
"274",2300,1910,1,"female",1,27,2,"TCH","MUSIC","Maine"
"275",2500,1910,1,"male",1,17,2,"ERRAND BOY","BROKER'S OFC","Massachusetts"
"276",40500,1910,1,"male",1,53,2,"MACHINIST","SHOP","Sweden"
"277",40500,1910,1,"female",1,49,1,"N","","Sweden"
"278",2500,1910,1,"male",1,35,2,"SMAN","WHL GROCERY","Massachusetts"
"279",2500,1910,1,"female",1,34,1,"N","","Massachusetts"
"280",2500,1910,1,"male",2,54,2,"CONTRACTOR","TEAMING","Massachusetts"
"281",2500,1910,1,"female",2,54,1,"N","","Massachusetts"
"282",2500,1910,1,"female",2,29,2,"TCH","SCH","Massachusetts"
"283",2500,1910,1,"female",2,26,2,"SUPERVISOR","SCH","Massachusetts"
"284",2500,1910,1,"female",2,24,2,"TCH","SCH","Massachusetts"
"285",2500,1910,1,"female",2,15,0,"N","","Massachusetts"
"286",2500,1910,1,"male",2,45,2,"TEAMSTER","CITY WKS","Massachusetts"
"287",2500,1910,1,"male",2,39,2,"TEAMSTER","CITY WKS","Massachusetts"
"288",15000,1910,1,"male",1,37,2,"MACHINIST","SCREEN FCT","Canada"
"289",3600,1910,1,"female",1,36,1,"N","","New York"
"290",2500,1910,1,"male",1,4,0,"N","","Massachusetts"
"291",2500,1910,1,"male",1,1,0,"N","","Massachusetts"
"292",41100,1910,1,"male",1,55,2,"MGR","REAL ESTATE","Scotland"
"293",41100,1910,1,"female",1,53,1,"N","","Scotland"
"294",2500,1910,1,"male",1,35,2,"SMAN","WHL SHOE HOUSE","Massachusetts"
"295",40400,1910,1,"female",1,33,1,"N","","Norway"
"296",2500,1910,1,"female",1,12,0,"N","","Massachusetts"
"297",2500,1910,1,"male",1,26,2,"MACHINIST","RAZOR FCT","Massachusetts"
"298",2500,1910,2,"female",1,45,1,"N","","Massachusetts"
"299",2500,1910,2,"female",1,43,2,"SPINNER","COTTON MILL","Massachusetts"
"300",2500,1910,2,"female",1,39,2,"WORKER","COTTON MILL","Massachusetts"
"301",41400,1910,2,"male",1,38,2,"LAB","STABLE","Ireland"
"302",41400,1910,2,"female",1,40,1,"N","","Ireland"
"303",41400,1910,2,"female",1,75,1,"N","","Ireland"
"304",2500,1910,2,"female",1,45,1,"OWN INC","","Massachusetts"
"305",2500,1910,2,"female",1,9,0,"N","","Massachusetts"
"306",46500,1910,2,"male",1,26,2,"CARP","HOUSE","Other USSR/Russia"
"307",46500,1910,2,"female",1,26,1,"N","","Other USSR/Russia"
"308",2500,1910,2,"female",1,2,0,"N","","Massachusetts"
"309",2500,1910,2,"male",1,0,0,"N","","Massachusetts"
"310",46500,1910,2,"male",1,27,2,"MANUFACTURER","BED SPRINGS","Other USSR/Russia"
"311",46500,1910,2,"female",1,26,1,"N","","Other USSR/Russia"
"312",2500,1910,2,"male",1,1,0,"N","","Massachusetts"
"313",46500,1910,2,"male",1,27,2,"TAILOR","COAT SHOP","Other USSR/Russia"
"314",46500,1910,2,"female",1,23,1,"N","","Other USSR/Russia"
"315",2500,1910,2,"female",1,2,0,"N","","Massachusetts"
"316",15000,1910,2,"female",6,46,2,"HKPR","LODGING HOUSE","Canada"
"317",2500,1910,2,"female",6,20,2,"WAITRESS","REST","Massachusetts"
"318",15000,1910,2,"male",6,67,2,"MARINER","STEAMBOAT","Canada"
"319",2300,1910,2,"male",6,47,2,"COOK","BOAT","Maine"
"320",41000,1910,2,"male",6,46,2,"LAB","LUMBER YD","England"
"321",2500,1910,2,"male",6,26,2,"LAB","LUMBER YD","Massachusetts"
"322",15000,1910,2,"male",6,22,2,"FIREMAN","STEAM BOAT","Canada"
"323",40400,1910,2,"male",1,55,2,"PAINTER","HOUSE","Norway"
"324",40500,1910,2,"female",1,44,1,"N","","Sweden"
"325",2500,1910,2,"male",1,19,1,"STUDENT","*","Massachusetts"
"326",2500,1910,2,"male",1,17,2,"MACHINIST APPR.","MACHINE SHOP","Massachusetts"
"327",41400,1910,2,"male",1,31,2,"FREIGHT HANDLER","WAREHOUSE","Ireland"
"328",41400,1910,2,"female",1,33,1,"N","","Ireland"
"329",2500,1910,2,"female",1,5,0,"N","","Massachusetts"
"330",2500,1910,2,"male",1,4,0,"N","","Massachusetts"
"331",2500,1910,2,"male",1,2,0,"N","","Massachusetts"
"332",2500,1910,2,"male",1,0,0,"N","","Massachusetts"
"333",2500,1910,2,"female",1,41,2,"LNDRS","AT HOME","Massachusetts"
"334",2500,1910,2,"male",1,16,2,"ERRAND BOY","FOOD CO.","Massachusetts"
"335",2500,1910,2,"female",1,14,0,"N","","Massachusetts"
"336",2500,1910,2,"male",1,11,0,"N","","Massachusetts"
"337",2500,1910,2,"male",1,30,2,"DECK HAND","FERRIES","Massachusetts"
"338",2500,1910,2,"female",1,27,1,"N","","Massachusetts"
"339",2500,1910,2,"female",1,10,0,"N","","Massachusetts"
"340",2500,1910,2,"female",1,8,0,"N","","Massachusetts"
"341",2500,1910,2,"male",1,6,0,"N","","Massachusetts"
"342",2500,1910,2,"male",1,4,0,"N","","Massachusetts"
"343",2500,1910,2,"male",1,2,0,"N","","Massachusetts"
"344",40500,1910,2,"male",1,51,2,"DECK HAND","TOW BOAT","Sweden"
"345",2500,1910,2,"female",1,19,1,"N","","Massachusetts"
"346",2500,1910,2,"female",1,13,0,"N","","Massachusetts"
"347",2500,1910,2,"male",1,11,0,"N","","Massachusetts"
"348",2500,1910,2,"female",1,9,0,"N","","Massachusetts"
"349",2500,1910,2,"male",1,7,0,"N","","Massachusetts"
"350",41400,1910,2,"male",1,37,2,"CARP","HOUSE","Ireland"
"351",41400,1910,2,"female",1,35,1,"N","","Ireland"
"352",2500,1910,2,"male",1,11,0,"N","","Massachusetts"
"353",2500,1910,2,"female",1,9,0,"N","","Massachusetts"
"354",2500,1910,2,"male",1,7,0,"N","","Massachusetts"
"355",2500,1910,2,"male",1,4,0,"N","","Massachusetts"
"356",2500,1910,2,"female",1,3,0,"N","","Massachusetts"
"357",2500,1910,2,"female",1,1,0,"N","","Massachusetts"
"358",15000,1910,2,"male",1,38,2,"LAB","ODD JOBS","Canada"
"359",15000,1910,2,"female",1,38,1,"N","","Canada"
"360",15000,1910,2,"male",1,12,0,"N","","Canada"
"361",15000,1910,2,"female",1,10,0,"N","","Canada"
"362",15000,1910,2,"female",1,9,0,"N","","Canada"
"363",2500,1910,2,"female",1,7,0,"N","","Massachusetts"
"364",15000,1910,2,"male",1,54,2,"LAB","ODD JOBS","Canada"
"365",15000,1910,2,"female",1,43,1,"N","","Canada"
"366",15000,1910,2,"female",1,14,0,"N","","Canada"
"367",2500,1910,2,"male",1,10,0,"N","","Massachusetts"
"368",2500,1910,2,"male",1,6,0,"N","","Massachusetts"
"369",15000,1910,2,"male",1,41,2,"CARP","HOUSE","Canada"
"370",15000,1910,2,"female",1,37,1,"N","","Canada"
"371",2500,1910,2,"female",1,13,0,"N","","Massachusetts"
"372",2500,1910,2,"male",1,11,0,"N","","Massachusetts"
"373",2500,1910,2,"female",1,10,0,"N","","Massachusetts"
"374",2500,1910,2,"female",1,3,0,"N","","Massachusetts"
"375",2500,1910,2,"male",1,0,0,"N","","Massachusetts"
"376",15000,1910,2,"male",1,25,2,"RECEIVING CLK","DOCKS","Canada"
"377",15000,1910,2,"female",1,24,1,"N","","Canada"
"378",15000,1910,2,"male",1,24,2,"HELPER","? MUD SCOW","Canada"
"379",15000,1910,2,"male",1,21,2,"FREIGHT STAMPER","WHARF","Canada"
"380",43400,1910,2,"male",1,24,2,"MEAT CUTTER","MEAT MARKET","Italy"
"381",2500,1910,2,"female",1,18,1,"N","","Massachusetts"
"382",2500,1910,2,"male",1,18,2,"STITCHER","SHOE FCT","Massachusetts"
"383",43300,1910,2,"male",1,46,2,"AGT","SHIPPING","Greece"
"384",43300,1910,2,"female",1,32,1,"N","","Greece"
"385",4200,1910,2,"male",1,8,0,"N","","Pennsylvania"
"386",4200,1910,2,"female",1,7,0,"N","","Pennsylvania"
"387",4200,1910,2,"male",1,6,0,"N","","Pennsylvania"
"388",4200,1910,2,"female",1,2,0,"N","","Pennsylvania"
