"","YEAR","WARD","dimension","count"
"5079",1920,17,"918",4
"5080",1920,17,"936",3
"5081",1920,17,"986",3
"5082",1920,17,"154",2
"5083",1920,17,"362",2
"5084",1920,17,"592",2
"5085",1920,17,"610",2
"5086",1920,17,"612",2
"5087",1920,17,"822",2
"5088",1920,17,"852",2
"5089",1920,17,"864",2
"5090",1920,17,"900",2
"5091",1920,17,"134",1
"5092",1920,17,"144",1
"5093",1920,17,"158",1
"5094",1920,17,"164",1
"5095",1920,17,"298",1
"5096",1920,17,"300",1
"5097",1920,17,"340",1
"5098",1920,17,"368",1
"5099",1920,17,"376",1
"5100",1920,17,"400",1
"5101",1920,17,"404",1
"5102",1920,17,"406",1
"5103",1920,17,"408",1
"5104",1920,17,"426",1
"5105",1920,17,"448",1
"5106",1920,17,"482",1
"5107",1920,17,"514",1
"5108",1920,17,"516",1
"5109",1920,17,"558",1
"5110",1920,17,"596",1
"5111",1920,17,"598",1
"5112",1920,17,"604",1
"5113",1920,17,"662",1
"5114",1920,17,"672",1
"5115",1920,17,"707",1
"5116",1920,17,"708",1
"5117",1920,17,"711",1
"5118",1920,17,"726",1
"5119",1920,17,"732",1
"5120",1920,17,"735",1
"5121",1920,17,"788",1
"5122",1920,17,"798",1
"5123",1920,17,"820",1
"5124",1920,17,"837",1
"5125",1920,17,"842",1
"5126",1920,17,"846",1
"5127",1920,17,"850",1
"5128",1920,17,"858",1
"5129",1920,17,"872",1
"5130",1920,17,"916",1
"5131",1920,17,"928",1
"5132",1920,17,"938",1
"5133",1920,17,"978",1
"5134",1920,17,"980",1
"5135",1920,17,"984",1
"5136",1920,18,"999",192
"5137",1920,18,"791",18
"5138",1920,18,"988",6
"5139",1920,18,"994",5
"5140",1920,18,"362",4
"5141",1920,18,"394",4
"5142",1920,18,"592",4
"5143",1920,18,"707",4
"5144",1920,18,"995",4
"5145",1920,18,"150",3
"5146",1920,18,"178",3
"5147",1920,18,"446",3
"5148",1920,18,"448",3
"5149",1920,18,"708",3
"5150",1920,18,"862",3
"5151",1920,18,"962",3
"5152",1920,18,"990",3
"5153",1920,18,"148",2
"5154",1920,18,"514",2
"5155",1920,18,"612",2
"5156",1920,18,"772",2
"5157",1920,18,"800",2
"5158",1920,18,"820",2
"5159",1920,18,"928",2
"5160",1920,18,"134",1
"5161",1920,18,"136",1
"5162",1920,18,"142",1
"5163",1920,18,"154",1
"5164",1920,18,"158",1
"5165",1920,18,"164",1
"5166",1920,18,"176",1
"5167",1920,18,"248",1
"5168",1920,18,"338",1
"5169",1920,18,"348",1
"5170",1920,18,"370",1
"5171",1920,18,"378",1
"5172",1920,18,"392",1
"5173",1920,18,"398",1
"5174",1920,18,"406",1
"5175",1920,18,"426",1
"5176",1920,18,"482",1
"5177",1920,18,"504",1
"5178",1920,18,"508",1
"5179",1920,18,"510",1
"5180",1920,18,"596",1
"5181",1920,18,"598",1
"5182",1920,18,"610",1
"5183",1920,18,"616",1
"5184",1920,18,"621",1
"5185",1920,18,"624",1
"5186",1920,18,"636",1
"5187",1920,18,"640",1
"5188",1920,18,"649",1
"5189",1920,18,"674",1
"5190",1920,18,"704",1
"5191",1920,18,"713",1
"5192",1920,18,"718",1
"5193",1920,18,"726",1
"5194",1920,18,"735",1
"5195",1920,18,"748",1
"5196",1920,18,"750",1
"5197",1920,18,"770",1
"5198",1920,18,"777",1
"5199",1920,18,"779",1
"5200",1920,18,"782",1
"5201",1920,18,"795",1
"5202",1920,18,"832",1
"5203",1920,18,"835",1
"5204",1920,18,"850",1
"5205",1920,18,"852",1
"5206",1920,18,"856",1
"5207",1920,18,"864",1
"5208",1920,18,"916",1
"5209",1920,18,"924",1
"5210",1920,18,"936",1
"5211",1920,18,"944",1
"5212",1920,18,"954",1
"5213",1920,18,"960",1
"5214",1920,18,"978",1
"5215",1920,19,"999",126
"5216",1920,19,"994",12
"5217",1920,19,"988",6
"5218",1920,19,"791",5
"5219",1920,19,"370",4
"5220",1920,19,"995",4
"5221",1920,19,"362",3
"5222",1920,19,"578",3
"5223",1920,19,"785",3
"5224",1920,19,"862",3
"5225",1920,19,"378",2
"5226",1920,19,"394",2
"5227",1920,19,"406",2
"5228",1920,19,"478",2
"5229",1920,19,"482",2
"5230",1920,19,"516",2
"5231",1920,19,"574",2
"5232",1920,19,"707",2
"5233",1920,19,"735",2
"5234",1920,19,"767",2
"5235",1920,19,"900",2
"5236",1920,19,"960",2
"5237",1920,19,"980",2
"5238",1920,19,"136",1
"5239",1920,19,"150",1
"5240",1920,19,"154",1
"5241",1920,19,"158",1
"5242",1920,19,"164",1
"5243",1920,19,"196",1
"5244",1920,19,"368",1
"5245",1920,19,"448",1
"5246",1920,19,"514",1
"5247",1920,19,"526",1
"5248",1920,19,"558",1
"5249",1920,19,"592",1
"5250",1920,19,"610",1
"5251",1920,19,"620",1
"5252",1920,19,"636",1
"5253",1920,19,"662",1
"5254",1920,19,"672",1
"5255",1920,19,"708",1
"5256",1920,19,"739",1
"5257",1920,19,"742",1
"5258",1920,19,"746",1
"5259",1920,19,"763",1
"5260",1920,19,"770",1
"5261",1920,19,"773",1
"5262",1920,19,"788",1
"5263",1920,19,"820",1
"5264",1920,19,"830",1
"5265",1920,19,"842",1
"5266",1920,19,"850",1
"5267",1920,19,"858",1
"5268",1920,19,"860",1
"5269",1920,19,"866",1
"5270",1920,19,"889",1
"5271",1920,19,"954",1
"5272",1920,19,"970",1
"5273",1920,19,"990",1
"5274",1920,20,"999",199
"5275",1920,20,"994",15
"5276",1920,20,"791",7
"5277",1920,20,"362",6
"5278",1920,20,"707",5
"5279",1920,20,"406",4
"5280",1920,20,"504",4
"5281",1920,20,"995",4
"5282",1920,20,"262",3
"5283",1920,20,"862",3
"5284",1920,20,"988",3
"5285",1920,20,"990",3
"5286",1920,20,"136",2
"5287",1920,20,"148",2
"5288",1920,20,"158",2
"5289",1920,20,"482",2
"5290",1920,20,"662",2
"5291",1920,20,"674",2
"5292",1920,20,"679",2
"5293",1920,20,"757",2
"5294",1920,20,"820",2
"5295",1920,20,"864",2
"5296",1920,20,"900",2
"5297",1920,20,"48",1
"5298",1920,20,"116",1
"5299",1920,20,"138",1
"5300",1920,20,"150",1
"5301",1920,20,"252",1
"5302",1920,20,"256",1
"5303",1920,20,"358",1
"5304",1920,20,"366",1
"5305",1920,20,"368",1
"5306",1920,20,"370",1
"5307",1920,20,"378",1
"5308",1920,20,"386",1
"5309",1920,20,"394",1
"5310",1920,20,"396",1
"5311",1920,20,"446",1
"5312",1920,20,"448",1
"5313",1920,20,"465",1
"5314",1920,20,"488",1
"5315",1920,20,"502",1
"5316",1920,20,"514",1
"5317",1920,20,"542",1
"5318",1920,20,"590",1
"5319",1920,20,"592",1
"5320",1920,20,"596",1
"5321",1920,20,"610",1
"5322",1920,20,"612",1
"5323",1920,20,"634",1
"5324",1920,20,"649",1
"5325",1920,20,"660",1
"5326",1920,20,"678",1
"5327",1920,20,"685",1
"5328",1920,20,"700",1
"5329",1920,20,"708",1
"5330",1920,20,"735",1
"5331",1920,20,"743",1
"5332",1920,20,"767",1
"5333",1920,20,"782",1
"5334",1920,20,"800",1
"5335",1920,20,"805",1
"5336",1920,20,"817",1
"5337",1920,20,"839",1
"5338",1920,20,"928",1
"5339",1920,20,"960",1
"5340",1920,21,"999",163
"5341",1920,21,"994",9
"5342",1920,21,"791",6
"5343",1920,21,"148",3
"5344",1920,21,"362",3
"5345",1920,21,"592",3
"5346",1920,21,"158",2
"5347",1920,21,"368",2
"5348",1920,21,"378",2
"5349",1920,21,"574",2
"5350",1920,21,"576",2
"5351",1920,21,"708",2
"5352",1920,21,"770",2
"5353",1920,21,"862",2
"5354",1920,21,"922",2
"5355",1920,21,"960",2
"5356",1920,21,"980",2
"5357",1920,21,"988",2
"5358",1920,21,"142",1
"5359",1920,21,"178",1
"5360",1920,21,"290",1
"5361",1920,21,"366",1
"5362",1920,21,"370",1
"5363",1920,21,"394",1
"5364",1920,21,"465",1
"5365",1920,21,"478",1
"5366",1920,21,"482",1
"5367",1920,21,"488",1
"5368",1920,21,"514",1
"5369",1920,21,"516",1
"5370",1920,21,"558",1
"5371",1920,21,"578",1
"5372",1920,21,"602",1
"5373",1920,21,"674",1
"5374",1920,21,"680",1
"5375",1920,21,"701",1
"5376",1920,21,"739",1
"5377",1920,21,"743",1
"5378",1920,21,"748",1
"5379",1920,21,"762",1
"5380",1920,21,"780",1
"5381",1920,21,"795",1
"5382",1920,21,"797",1
"5383",1920,21,"814",1
"5384",1920,21,"852",1
"5385",1920,21,"872",1
"5386",1920,21,"918",1
"5387",1920,21,"936",1
"5388",1920,21,"944",1
"5389",1920,21,"950",1
"5390",1920,21,"962",1
"5391",1920,21,"986",1
"5392",1920,21,"995",1
"5393",1920,22,"999",175
"5394",1920,22,"994",12
"5395",1920,22,"960",6
"5396",1920,22,"995",6
"5397",1920,22,"954",4
"5398",1920,22,"148",3
"5399",1920,22,"196",3
"5400",1920,22,"362",3
"5401",1920,22,"708",3
"5402",1920,22,"791",3
"5403",1920,22,"828",3
"5404",1920,22,"900",3
"5405",1920,22,"990",3
"5406",1920,22,"136",2
"5407",1920,22,"142",2
"5408",1920,22,"178",2
"5409",1920,22,"252",2
"5410",1920,22,"472",2
"5411",1920,22,"482",2
"5412",1920,22,"574",2
"5413",1920,22,"662",2
"5414",1920,22,"711",2
"5415",1920,22,"820",2
"5416",1920,22,"840",2
"5417",1920,22,"872",2
"5418",1920,22,"988",2
"5419",1920,22,"140",1
"5420",1920,22,"144",1
"5421",1920,22,"154",1
"5422",1920,22,"158",1
"5423",1920,22,"164",1
"5424",1920,22,"166",1
"5425",1920,22,"260",1
"5426",1920,22,"306",1
"5427",1920,22,"318",1
"5428",1920,22,"378",1
"5429",1920,22,"398",1
"5430",1920,22,"424",1
"5431",1920,22,"438",1
"5432",1920,22,"452",1
"5433",1920,22,"528",1
"5434",1920,22,"554",1
"5435",1920,22,"610",1
"5436",1920,22,"668",1
"5437",1920,22,"674",1
"5438",1920,22,"707",1
"5439",1920,22,"713",1
"5440",1920,22,"724",1
"5441",1920,22,"735",1
"5442",1920,22,"767",1
"5443",1920,22,"781",1
"5444",1920,22,"797",1
"5445",1920,22,"800",1
"5446",1920,22,"805",1
"5447",1920,22,"822",1
"5448",1920,22,"839",1
"5449",1920,22,"852",1
"5450",1920,22,"858",1
"5451",1920,22,"860",1
"5452",1920,22,"862",1
"5453",1920,22,"894",1
"5454",1920,22,"918",1
"5455",1920,22,"922",1
"5456",1920,22,"936",1
"5457",1920,22,"948",1
"5458",1920,22,"962",1
"5459",1920,22,"968",1
"5460",1920,23,"999",155
"5461",1920,23,"994",7
"5462",1920,23,"362",6
"5463",1920,23,"988",6
"5464",1920,23,"995",6
"5465",1920,23,"148",5
"5466",1920,23,"791",5
"5467",1920,23,"862",4
"5468",1920,23,"136",3
"5469",1920,23,"158",3
"5470",1920,23,"662",3
"5471",1920,23,"846",3
"5472",1920,23,"592",2
"5473",1920,23,"707",2
"5474",1920,23,"718",2
"5475",1920,23,"732",2
"5476",1920,23,"786",2
"5477",1920,23,"928",2
"5478",1920,23,"980",2
"5479",1920,23,"986",2
"5480",1920,23,"990",2
"5481",1920,23,"152",1
"5482",1920,23,"154",1
"5483",1920,23,"164",1
"5484",1920,23,"370",1
"5485",1920,23,"384",1
"5486",1920,23,"394",1
"5487",1920,23,"400",1
"5488",1920,23,"426",1
"5489",1920,23,"482",1
"5490",1920,23,"516",1
"5491",1920,23,"518",1
"5492",1920,23,"538",1
"5493",1920,23,"544",1
"5494",1920,23,"554",1
"5495",1920,23,"574",1
"5496",1920,23,"576",1
"5497",1920,23,"646",1
"5498",1920,23,"695",1
"5499",1920,23,"711",1
"5500",1920,23,"713",1
"5501",1920,23,"719",1
"5502",1920,23,"735",1
"5503",1920,23,"768",1
"5504",1920,23,"782",1
"5505",1920,23,"785",1
"5506",1920,23,"795",1
"5507",1920,23,"800",1
"5508",1920,23,"810",1
"5509",1920,23,"819",1
"5510",1920,23,"820",1
"5511",1920,23,"844",1
"5512",1920,23,"872",1
"5513",1920,23,"918",1
"5514",1920,23,"920",1
"5515",1920,23,"958",1
"5516",1920,24,"999",121
"5517",1920,24,"362",10
"5518",1920,24,"994",6
"5519",1920,24,"134",5
"5520",1920,24,"148",4
"5521",1920,24,"707",4
"5522",1920,24,"158",3
"5523",1920,24,"266",3
"5524",1920,24,"384",3
"5525",1920,24,"852",3
"5526",1920,24,"164",2
"5527",1920,24,"176",2
"5528",1920,24,"386",2
"5529",1920,24,"476",2
"5530",1920,24,"516",2
"5531",1920,24,"610",2
"5532",1920,24,"634",2
"5533",1920,24,"735",2
"5534",1920,24,"112",1
"5535",1920,24,"122",1
"5536",1920,24,"132",1
"5537",1920,24,"150",1
"5538",1920,24,"260",1
"5539",1920,24,"368",1
"5540",1920,24,"378",1
"5541",1920,24,"394",1
"5542",1920,24,"424",1
"5543",1920,24,"472",1
"5544",1920,24,"482",1
"5545",1920,24,"522",1
"5546",1920,24,"524",1
"5547",1920,24,"612",1
"5548",1920,24,"644",1
"5549",1920,24,"674",1
"5550",1920,24,"718",1
"5551",1920,24,"785",1
"5552",1920,24,"791",1
"5553",1920,24,"799",1
"5554",1920,24,"805",1
"5555",1920,24,"830",1
"5556",1920,24,"842",1
"5557",1920,24,"862",1
"5558",1920,24,"938",1
"5559",1920,24,"960",1
"5560",1920,24,"970",1
"5561",1920,24,"988",1
"5562",1920,24,"995",1
"5563",1920,25,"999",158
"5564",1920,25,"994",17
"5565",1920,25,"791",10
"5566",1920,25,"995",9
"5567",1920,25,"862",8
"5568",1920,25,"988",7
"5569",1920,25,"986",5
"5570",1920,25,"960",4
"5571",1920,25,"850",3
"5572",1920,25,"900",3
"5573",1920,25,"178",2
"5574",1920,25,"252",2
"5575",1920,25,"368",2
"5576",1920,25,"378",2
"5577",1920,25,"636",2
"5578",1920,25,"674",2
"5579",1920,25,"707",2
"5580",1920,25,"718",2
"5581",1920,25,"735",2
"5582",1920,25,"819",2
"5583",1920,25,"858",2
"5584",1920,25,"868",2
"5585",1920,25,"954",2
"5586",1920,25,"112",1
"5587",1920,25,"142",1
"5588",1920,25,"148",1
"5589",1920,25,"150",1
"5590",1920,25,"164",1
"5591",1920,25,"166",1
"5592",1920,25,"348",1
"5593",1920,25,"362",1
"5594",1920,25,"370",1
"5595",1920,25,"372",1
"5596",1920,25,"386",1
"5597",1920,25,"394",1
"5598",1920,25,"396",1
"5599",1920,25,"482",1
"5600",1920,25,"566",1
"5601",1920,25,"610",1
"5602",1920,25,"616",1
"5603",1920,25,"626",1
"5604",1920,25,"634",1
"5605",1920,25,"639",1
"5606",1920,25,"644",1
"5607",1920,25,"662",1
"5608",1920,25,"701",1
"5609",1920,25,"704",1
"5610",1920,25,"705",1
"5611",1920,25,"708",1
"5612",1920,25,"743",1
"5613",1920,25,"750",1
"5614",1920,25,"758",1
"5615",1920,25,"784",1
"5616",1920,25,"786",1
"5617",1920,25,"814",1
"5618",1920,25,"842",1
"5619",1920,25,"860",1
"5620",1920,25,"872",1
"5621",1920,25,"887",1
"5622",1920,25,"906",1
"5623",1920,25,"916",1
"5624",1920,25,"944",1
"5625",1920,25,"962",1
"5626",1920,25,"978",1
"5627",1920,25,"980",1
"5628",1920,25,"992",1
"5629",1920,26,"999",89
"5630",1920,26,"566",12
"5631",1920,26,"994",9
"5632",1920,26,"148",3
"5633",1920,26,"348",3
"5634",1920,26,"576",3
"5635",1920,26,"791",3
"5636",1920,26,"378",2
"5637",1920,26,"476",2
"5638",1920,26,"478",2
"5639",1920,26,"598",2
"5640",1920,26,"610",2
"5641",1920,26,"767",2
"5642",1920,26,"820",2
"5643",1920,26,"995",2
"5644",1920,26,"158",1
"5645",1920,26,"164",1
"5646",1920,26,"178",1
"5647",1920,26,"194",1
"5648",1920,26,"340",1
"5649",1920,26,"358",1
"5650",1920,26,"362",1
"5651",1920,26,"396",1
"5652",1920,26,"454",1
"5653",1920,26,"482",1
"5654",1920,26,"520",1
"5655",1920,26,"554",1
"5656",1920,26,"602",1
"5657",1920,26,"649",1
"5658",1920,26,"662",1
"5659",1920,26,"708",1
"5660",1920,26,"735",1
"5661",1920,26,"757",1
"5662",1920,26,"773",1
"5663",1920,26,"795",1
"5664",1920,26,"846",1
"5665",1920,26,"862",1
"5666",1920,26,"916",1
"5667",1920,26,"954",1
"5668",1920,26,"962",1
"5669",1920,26,"980",1
"5670",1920,26,"988",1
