"","YEAR","WARD","dimension","count"
"3083",1910,14,"820",1
"3084",1910,14,"862",1
"3085",1910,14,"880",1
"3086",1910,14,"883",1
"3087",1910,14,"918",1
"3088",1910,14,"922",1
"3089",1910,14,"928",1
"3090",1910,14,"938",1
"3091",1910,14,"995",1
"3092",1910,15,"999",66
"3093",1910,15,"612",6
"3094",1910,15,"791",5
"3095",1910,15,"134",3
"3096",1910,15,"154",3
"3097",1910,15,"406",3
"3098",1910,15,"454",3
"3099",1910,15,"707",3
"3100",1910,15,"995",3
"3101",1910,15,"196",2
"3102",1910,15,"680",2
"3103",1910,15,"779",2
"3104",1910,15,"988",2
"3105",1910,15,"994",2
"3106",1910,15,"997",2
"3107",1910,15,"144",1
"3108",1910,15,"148",1
"3109",1910,15,"166",1
"3110",1910,15,"178",1
"3111",1910,15,"362",1
"3112",1910,15,"368",1
"3113",1910,15,"394",1
"3114",1910,15,"548",1
"3115",1910,15,"592",1
"3116",1910,15,"674",1
"3117",1910,15,"681",1
"3118",1910,15,"718",1
"3119",1910,15,"758",1
"3120",1910,15,"912",1
"3121",1910,15,"936",1
"3122",1910,15,"954",1
"3123",1910,15,"960",1
"3124",1910,15,"962",1
"3125",1910,15,"982",1
"3126",1910,16,"999",180
"3127",1910,16,"154",6
"3128",1910,16,"988",6
"3129",1910,16,"791",5
"3130",1910,16,"960",5
"3131",1910,16,"148",4
"3132",1910,16,"621",4
"3133",1910,16,"711",4
"3134",1910,16,"995",4
"3135",1910,16,"164",3
"3136",1910,16,"592",3
"3137",1910,16,"612",3
"3138",1910,16,"852",3
"3139",1910,16,"994",3
"3140",1910,16,"46",2
"3141",1910,16,"178",2
"3142",1910,16,"252",2
"3143",1910,16,"370",2
"3144",1910,16,"394",2
"3145",1910,16,"406",2
"3146",1910,16,"707",2
"3147",1910,16,"735",2
"3148",1910,16,"800",2
"3149",1910,16,"922",2
"3150",1910,16,"928",2
"3151",1910,16,"936",2
"3152",1910,16,"962",2
"3153",1910,16,"69",1
"3154",1910,16,"122",1
"3155",1910,16,"134",1
"3156",1910,16,"136",1
"3157",1910,16,"140",1
"3158",1910,16,"146",1
"3159",1910,16,"194",1
"3160",1910,16,"362",1
"3161",1910,16,"372",1
"3162",1910,16,"378",1
"3163",1910,16,"404",1
"3164",1910,16,"446",1
"3165",1910,16,"482",1
"3166",1910,16,"514",1
"3167",1910,16,"516",1
"3168",1910,16,"544",1
"3169",1910,16,"576",1
"3170",1910,16,"588",1
"3171",1910,16,"646",1
"3172",1910,16,"700",1
"3173",1910,16,"718",1
"3174",1910,16,"726",1
"3175",1910,16,"767",1
"3176",1910,16,"782",1
"3177",1910,16,"795",1
"3178",1910,16,"828",1
"3179",1910,16,"846",1
"3180",1910,16,"850",1
"3181",1910,16,"856",1
"3182",1910,16,"858",1
"3183",1910,16,"862",1
"3184",1910,16,"872",1
"3185",1910,16,"904",1
"3186",1910,16,"920",1
"3187",1910,16,"932",1
"3188",1910,16,"942",1
"3189",1910,16,"954",1
"3190",1910,16,"986",1
"3191",1910,16,"990",1
"3192",1910,17,"999",192
"3193",1910,17,"791",13
"3194",1910,17,"928",6
"3195",1910,17,"994",5
"3196",1910,17,"516",4
"3197",1910,17,"960",4
"3198",1910,17,"154",3
"3199",1910,17,"356",3
"3200",1910,17,"442",3
"3201",1910,17,"707",3
"3202",1910,17,"767",3
"3203",1910,17,"773",3
"3204",1910,17,"797",3
"3205",1910,17,"862",3
"3206",1910,17,"150",2
"3207",1910,17,"370",2
"3208",1910,17,"382",2
"3209",1910,17,"394",2
"3210",1910,17,"514",2
"3211",1910,17,"612",2
"3212",1910,17,"689",2
"3213",1910,17,"711",2
"3214",1910,17,"954",2
"3215",1910,17,"988",2
"3216",1910,17,"990",2
"3217",1910,17,"995",2
"3218",1910,17,"142",1
"3219",1910,17,"158",1
"3220",1910,17,"164",1
"3221",1910,17,"176",1
"3222",1910,17,"178",1
"3223",1910,17,"196",1
"3224",1910,17,"362",1
"3225",1910,17,"368",1
"3226",1910,17,"396",1
"3227",1910,17,"406",1
"3228",1910,17,"412",1
"3229",1910,17,"446",1
"3230",1910,17,"450",1
"3231",1910,17,"482",1
"3232",1910,17,"486",1
"3233",1910,17,"502",1
"3234",1910,17,"544",1
"3235",1910,17,"560",1
"3236",1910,17,"574",1
"3237",1910,17,"590",1
"3238",1910,17,"592",1
"3239",1910,17,"606",1
"3240",1910,17,"610",1
"3241",1910,17,"618",1
"3242",1910,17,"621",1
"3243",1910,17,"670",1
"3244",1910,17,"674",1
"3245",1910,17,"677",1
"3246",1910,17,"708",1
"3247",1910,17,"713",1
"3248",1910,17,"718",1
"3249",1910,17,"738",1
"3250",1910,17,"751",1
"3251",1910,17,"770",1
"3252",1910,17,"800",1
"3253",1910,17,"820",1
"3254",1910,17,"822",1
"3255",1910,17,"835",1
"3256",1910,17,"850",1
"3257",1910,17,"856",1
"3258",1910,17,"868",1
"3259",1910,17,"888",1
"3260",1910,17,"900",1
"3261",1910,17,"916",1
"3262",1910,17,"918",1
"3263",1910,17,"920",1
"3264",1910,17,"922",1
"3265",1910,17,"936",1
"3266",1910,17,"964",1
"3267",1910,17,"997",1
"3268",1910,18,"999",157
"3269",1910,18,"960",9
"3270",1910,18,"962",9
"3271",1910,18,"394",7
"3272",1910,18,"906",6
"3273",1910,18,"196",5
"3274",1910,18,"791",4
"3275",1910,18,"148",3
"3276",1910,18,"566",3
"3277",1910,18,"592",3
"3278",1910,18,"621",3
"3279",1910,18,"707",3
"3280",1910,18,"852",3
"3281",1910,18,"954",3
"3282",1910,18,"142",2
"3283",1910,18,"164",2
"3284",1910,18,"304",2
"3285",1910,18,"362",2
"3286",1910,18,"486",2
"3287",1910,18,"504",2
"3288",1910,18,"516",2
"3289",1910,18,"773",2
"3290",1910,18,"782",2
"3291",1910,18,"805",2
"3292",1910,18,"910",2
"3293",1910,18,"918",2
"3294",1910,18,"922",2
"3295",1910,18,"997",2
"3296",1910,18,"140",1
"3297",1910,18,"150",1
"3298",1910,18,"154",1
"3299",1910,18,"158",1
"3300",1910,18,"178",1
"3301",1910,18,"204",1
"3302",1910,18,"252",1
"3303",1910,18,"260",1
"3304",1910,18,"266",1
"3305",1910,18,"348",1
"3306",1910,18,"366",1
"3307",1910,18,"370",1
"3308",1910,18,"378",1
"3309",1910,18,"404",1
"3310",1910,18,"406",1
"3311",1910,18,"448",1
"3312",1910,18,"462",1
"3313",1910,18,"482",1
"3314",1910,18,"514",1
"3315",1910,18,"524",1
"3316",1910,18,"544",1
"3317",1910,18,"604",1
"3318",1910,18,"608",1
"3319",1910,18,"610",1
"3320",1910,18,"612",1
"3321",1910,18,"618",1
"3322",1910,18,"632",1
"3323",1910,18,"634",1
"3324",1910,18,"642",1
"3325",1910,18,"649",1
"3326",1910,18,"708",1
"3327",1910,18,"711",1
"3328",1910,18,"713",1
"3329",1910,18,"722",1
"3330",1910,18,"724",1
"3331",1910,18,"726",1
"3332",1910,18,"728",1
"3333",1910,18,"767",1
"3334",1910,18,"799",1
"3335",1910,18,"912",1
"3336",1910,18,"926",1
"3337",1910,18,"928",1
"3338",1910,18,"936",1
"3339",1910,18,"940",1
"3340",1910,18,"982",1
"3341",1910,18,"990",1
"3342",1910,18,"994",1
"3343",1910,19,"999",213
"3344",1910,19,"994",9
"3345",1910,19,"148",7
"3346",1910,19,"516",7
"3347",1910,19,"612",7
"3348",1910,19,"960",6
"3349",1910,19,"962",6
"3350",1910,19,"196",5
"3351",1910,19,"621",5
"3352",1910,19,"928",5
"3353",1910,19,"448",4
"3354",1910,19,"560",4
"3355",1910,19,"791",4
"3356",1910,19,"852",4
"3357",1910,19,"154",3
"3358",1910,19,"610",3
"3359",1910,19,"918",3
"3360",1910,19,"954",3
"3361",1910,19,"988",3
"3362",1910,19,"150",2
"3363",1910,19,"362",2
"3364",1910,19,"406",2
"3365",1910,19,"424",2
"3366",1910,19,"482",2
"3367",1910,19,"514",2
"3368",1910,19,"574",2
"3369",1910,19,"649",2
"3370",1910,19,"858",2
"3371",1910,19,"922",2
"3372",1910,19,"990",2
"3373",1910,19,"997",2
"3374",1910,19,"114",1
"3375",1910,19,"122",1
"3376",1910,19,"164",1
"3377",1910,19,"342",1
"3378",1910,19,"348",1
"3379",1910,19,"358",1
"3380",1910,19,"386",1
"3381",1910,19,"396",1
"3382",1910,19,"442",1
"3383",1910,19,"472",1
"3384",1910,19,"528",1
"3385",1910,19,"558",1
"3386",1910,19,"576",1
"3387",1910,19,"592",1
"3388",1910,19,"618",1
"3389",1910,19,"628",1
"3390",1910,19,"668",1
"3391",1910,19,"695",1
"3392",1910,19,"708",1
"3393",1910,19,"711",1
"3394",1910,19,"720",1
"3395",1910,19,"726",1
"3396",1910,19,"743",1
"3397",1910,19,"757",1
"3398",1910,19,"762",1
"3399",1910,19,"781",1
"3400",1910,19,"790",1
"3401",1910,19,"800",1
"3402",1910,19,"805",1
"3403",1910,19,"819",1
"3404",1910,19,"862",1
"3405",1910,19,"894",1
"3406",1910,19,"910",1
"3407",1910,19,"912",1
"3408",1910,19,"936",1
"3409",1910,19,"944",1
"3410",1910,19,"950",1
"3411",1910,19,"952",1
"3412",1910,19,"964",1
"3413",1910,19,"984",1
"3414",1910,19,"995",1
"3415",1910,20,"999",322
"3416",1910,20,"791",18
"3417",1910,20,"994",14
"3418",1910,20,"960",12
"3419",1910,20,"370",6
"3420",1910,20,"708",6
"3421",1910,20,"988",6
"3422",1910,20,"362",5
"3423",1910,20,"382",5
"3424",1910,20,"862",5
"3425",1910,20,"995",5
"3426",1910,20,"612",4
"3427",1910,20,"785",4
"3428",1910,20,"916",4
"3429",1910,20,"148",3
"3430",1910,20,"426",3
"3431",1910,20,"448",3
"3432",1910,20,"514",3
"3433",1910,20,"592",3
"3434",1910,20,"632",3
"3435",1910,20,"707",3
"3436",1910,20,"711",3
"3437",1910,20,"802",3
"3438",1910,20,"922",3
"3439",1910,20,"936",3
"3440",1910,20,"990",3
"3441",1910,20,"154",2
"3442",1910,20,"164",2
"3443",1910,20,"178",2
"3444",1910,20,"394",2
"3445",1910,20,"406",2
"3446",1910,20,"446",2
"3447",1910,20,"582",2
"3448",1910,20,"640",2
"3449",1910,20,"649",2
"3450",1910,20,"718",2
"3451",1910,20,"735",2
"3452",1910,20,"758",2
"3453",1910,20,"795",2
"3454",1910,20,"864",2
"3455",1910,20,"889",2
"3456",1910,20,"958",2
"3457",1910,20,"997",2
"3458",1910,20,"38",1
"3459",1910,20,"46",1
"3460",1910,20,"112",1
"3461",1910,20,"134",1
"3462",1910,20,"144",1
"3463",1910,20,"150",1
"3464",1910,20,"158",1
"3465",1910,20,"176",1
"3466",1910,20,"298",1
"3467",1910,20,"336",1
"3468",1910,20,"384",1
"3469",1910,20,"398",1
"3470",1910,20,"474",1
"3471",1910,20,"482",1
"3472",1910,20,"504",1
"3473",1910,20,"506",1
"3474",1910,20,"542",1
"3475",1910,20,"546",1
"3476",1910,20,"556",1
"3477",1910,20,"596",1
"3478",1910,20,"610",1
"3479",1910,20,"616",1
"3480",1910,20,"629",1
"3481",1910,20,"636",1
"3482",1910,20,"646",1
"3483",1910,20,"654",1
"3484",1910,20,"660",1
"3485",1910,20,"666",1
"3486",1910,20,"668",1
"3487",1910,20,"682",1
"3488",1910,20,"714",1
"3489",1910,20,"719",1
"3490",1910,20,"738",1
"3491",1910,20,"743",1
"3492",1910,20,"750",1
"3493",1910,20,"770",1
"3494",1910,20,"772",1
"3495",1910,20,"777",1
"3496",1910,20,"793",1
"3497",1910,20,"797",1
"3498",1910,20,"800",1
"3499",1910,20,"805",1
"3500",1910,20,"820",1
"3501",1910,20,"826",1
"3502",1910,20,"830",1
"3503",1910,20,"832",1
"3504",1910,20,"835",1
"3505",1910,20,"850",1
"3506",1910,20,"852",1
"3507",1910,20,"858",1
"3508",1910,20,"872",1
"3509",1910,20,"882",1
"3510",1910,20,"918",1
"3511",1910,20,"928",1
"3512",1910,20,"938",1
"3513",1910,20,"962",1
"3514",1910,20,"964",1
"3515",1910,20,"984",1
"3516",1910,21,"999",97
"3517",1910,21,"791",12
"3518",1910,21,"960",11
"3519",1910,21,"994",9
"3520",1910,21,"995",7
"3521",1910,21,"862",6
"3522",1910,21,"988",6
"3523",1910,21,"154",4
"3524",1910,21,"852",3
"3525",1910,21,"150",2
"3526",1910,21,"382",2
"3527",1910,21,"576",2
"3528",1910,21,"666",2
"3529",1910,21,"707",2
"3530",1910,21,"735",2
"3531",1910,21,"916",2
"3532",1910,21,"0",1
"3533",1910,21,"134",1
"3534",1910,21,"136",1
"3535",1910,21,"142",1
"3536",1910,21,"148",1
"3537",1910,21,"162",1
"3538",1910,21,"194",1
"3539",1910,21,"370",1
"3540",1910,21,"394",1
"3541",1910,21,"398",1
"3542",1910,21,"412",1
"3543",1910,21,"426",1
"3544",1910,21,"448",1
"3545",1910,21,"488",1
"3546",1910,21,"516",1
"3547",1910,21,"518",1
"3548",1910,21,"610",1
"3549",1910,21,"636",1
"3550",1910,21,"649",1
"3551",1910,21,"700",1
"3552",1910,21,"708",1
"3553",1910,21,"742",1
"3554",1910,21,"773",1
"3555",1910,21,"779",1
"3556",1910,21,"782",1
"3557",1910,21,"788",1
"3558",1910,21,"802",1
"3559",1910,21,"814",1
"3560",1910,21,"819",1
"3561",1910,21,"820",1
"3562",1910,21,"822",1
"3563",1910,21,"828",1
"3564",1910,21,"839",1
"3565",1910,21,"842",1
"3566",1910,21,"858",1
"3567",1910,21,"860",1
"3568",1910,21,"894",1
"3569",1910,21,"897",1
"3570",1910,21,"904",1
"3571",1910,21,"928",1
"3572",1910,21,"936",1
"3573",1910,21,"964",1
"3574",1910,21,"986",1
"3575",1910,22,"999",158
"3576",1910,22,"516",10
"3577",1910,22,"791",8
"3578",1910,22,"994",5
"3579",1910,22,"158",3
"3580",1910,22,"370",3
"3581",1910,22,"707",3
"3582",1910,22,"767",3
"3583",1910,22,"850",3
"3584",1910,22,"960",3
"3585",1910,22,"995",3
"3586",1910,22,"46",2
"3587",1910,22,"148",2
"3588",1910,22,"164",2
"3589",1910,22,"168",2
"3590",1910,22,"178",2
"3591",1910,22,"362",2
"3592",1910,22,"430",2
"3593",1910,22,"592",2
"3594",1910,22,"612",2
"3595",1910,22,"708",2
"3596",1910,22,"944",2
"3597",1910,22,"988",2
"3598",1910,22,"990",2
"3599",1910,22,"112",1
"3600",1910,22,"134",1
"3601",1910,22,"136",1
"3602",1910,22,"144",1
"3603",1910,22,"146",1
"3604",1910,22,"154",1
"3605",1910,22,"162",1
"3606",1910,22,"176",1
"3607",1910,22,"252",1
"3608",1910,22,"364",1
"3609",1910,22,"394",1
"3610",1910,22,"396",1
"3611",1910,22,"406",1
"3612",1910,22,"426",1
"3613",1910,22,"462",1
"3614",1910,22,"504",1
"3615",1910,22,"528",1
"3616",1910,22,"560",1
"3617",1910,22,"566",1
"3618",1910,22,"588",1
"3619",1910,22,"598",1
"3620",1910,22,"618",1
"3621",1910,22,"621",1
"3622",1910,22,"634",1
"3623",1910,22,"644",1
"3624",1910,22,"674",1
"3625",1910,22,"718",1
"3626",1910,22,"750",1
"3627",1910,22,"785",1
"3628",1910,22,"800",1
"3629",1910,22,"829",1
"3630",1910,22,"852",1
"3631",1910,22,"858",1
"3632",1910,22,"916",1
"3633",1910,22,"936",1
"3634",1910,22,"952",1
"3635",1910,22,"956",1
"3636",1910,22,"962",1
"3637",1910,22,"984",1
"3638",1910,23,"999",206
"3639",1910,23,"994",11
"3640",1910,23,"362",7
"3641",1910,23,"791",6
"3642",1910,23,"988",6
"3643",1910,23,"649",5
"3644",1910,23,"872",5
"3645",1910,23,"960",5
"3646",1910,23,"962",5
"3647",1910,23,"150",4
"3648",1910,23,"178",4
"3649",1910,23,"516",4
"3650",1910,23,"711",4
"3651",1910,23,"995",4
"3652",1910,23,"46",3
"3653",1910,23,"154",3
"3654",1910,23,"482",3
"3655",1910,23,"612",3
"3656",1910,23,"707",3
"3657",1910,23,"767",3
"3658",1910,23,"852",3
"3659",1910,23,"862",3
"3660",1910,23,"164",2
"3661",1910,23,"196",2
"3662",1910,23,"368",2
"3663",1910,23,"370",2
"3664",1910,23,"802",2
"3665",1910,23,"805",2
"3666",1910,23,"820",2
"3667",1910,23,"916",2
"3668",1910,23,"936",2
"3669",1910,23,"990",2
"3670",1910,23,"136",1
"3671",1910,23,"144",1
"3672",1910,23,"148",1
"3673",1910,23,"158",1
"3674",1910,23,"252",1
"3675",1910,23,"382",1
"3676",1910,23,"394",1
"3677",1910,23,"448",1
"3678",1910,23,"454",1
"3679",1910,23,"486",1
"3680",1910,23,"542",1
"3681",1910,23,"596",1
"3682",1910,23,"636",1
"3683",1910,23,"650",1
"3684",1910,23,"666",1
"3685",1910,23,"680",1
"3686",1910,23,"708",1
"3687",1910,23,"713",1
"3688",1910,23,"728",1
"3689",1910,23,"755",1
"3690",1910,23,"782",1
"3691",1910,23,"785",1
"3692",1910,23,"797",1
"3693",1910,23,"832",1
"3694",1910,23,"840",1
"3695",1910,23,"842",1
"3696",1910,23,"856",1
"3697",1910,23,"912",1
"3698",1910,23,"918",1
"3699",1910,23,"954",1
"3700",1910,23,"980",1
"3701",1910,23,"986",1
"3702",1910,23,"996",1
"3703",1910,23,"997",1
"3704",1910,24,"999",194
"3705",1910,24,"791",15
"3706",1910,24,"148",11
"3707",1910,24,"988",9
"3708",1910,24,"994",8
"3709",1910,24,"362",7
"3710",1910,24,"707",5
"3711",1910,24,"154",4
"3712",1910,24,"394",4
"3713",1910,24,"636",4
"3714",1910,24,"136",3
"3715",1910,24,"767",3
"3716",1910,24,"995",3
"3717",1910,24,"142",2
"3718",1910,24,"150",2
"3719",1910,24,"508",2
"3720",1910,24,"578",2
"3721",1910,24,"649",2
"3722",1910,24,"708",2
"3723",1910,24,"711",2
"3724",1910,24,"735",2
"3725",1910,24,"750",2
"3726",1910,24,"785",2
"3727",1910,24,"795",2
"3728",1910,24,"820",2
"3729",1910,24,"862",2
"3730",1910,24,"922",2
"3731",1910,24,"106",1
"3732",1910,24,"131",1
"3733",1910,24,"140",1
"3734",1910,24,"158",1
"3735",1910,24,"168",1
"3736",1910,24,"194",1
"3737",1910,24,"252",1
"3738",1910,24,"358",1
"3739",1910,24,"368",1
"3740",1910,24,"370",1
"3741",1910,24,"382",1
"3742",1910,24,"384",1
"3743",1910,24,"404",1
"3744",1910,24,"406",1
"3745",1910,24,"446",1
"3746",1910,24,"454",1
"3747",1910,24,"465",1
"3748",1910,24,"474",1
"3749",1910,24,"546",1
"3750",1910,24,"588",1
"3751",1910,24,"590",1
"3752",1910,24,"606",1
"3753",1910,24,"610",1
"3754",1910,24,"618",1
"3755",1910,24,"632",1
"3756",1910,24,"644",1
"3757",1910,24,"646",1
"3758",1910,24,"652",1
"3759",1910,24,"660",1
"3760",1910,24,"674",1
"3761",1910,24,"680",1
"3762",1910,24,"705",1
"3763",1910,24,"713",1
"3764",1910,24,"718",1
"3765",1910,24,"779",1
"3766",1910,24,"797",1
"3767",1910,24,"800",1
"3768",1910,24,"837",1
"3769",1910,24,"852",1
"3770",1910,24,"894",1
"3771",1910,24,"918",1
"3772",1910,24,"960",1
"3773",1910,24,"962",1
"3774",1910,24,"984",1
"3775",1910,25,"999",160
"3776",1910,25,"960",12
"3777",1910,25,"612",7
"3778",1910,25,"148",4
"3779",1910,25,"196",4
"3780",1910,25,"988",4
"3781",1910,25,"348",3
"3782",1910,25,"362",3
"3783",1910,25,"785",3
"3784",1910,25,"928",3
"3785",1910,25,"994",3
"3786",1910,25,"134",2
"3787",1910,25,"144",2
"3788",1910,25,"176",2
"3789",1910,25,"178",2
"3790",1910,25,"649",2
"3791",1910,25,"704",2
"3792",1910,25,"718",2
"3793",1910,25,"791",2
"3794",1910,25,"826",2
"3795",1910,25,"954",2
"3796",1910,25,"995",2
"3797",1910,25,"997",2
"3798",1910,25,"2",1
"3799",1910,25,"46",1
"3800",1910,25,"140",1
"3801",1910,25,"150",1
"3802",1910,25,"154",1
"3803",1910,25,"164",1
"3804",1910,25,"358",1
"3805",1910,25,"368",1
"3806",1910,25,"370",1
"3807",1910,25,"378",1
"3808",1910,25,"382",1
"3809",1910,25,"394",1
"3810",1910,25,"448",1
"3811",1910,25,"462",1
"3812",1910,25,"482",1
"3813",1910,25,"514",1
"3814",1910,25,"530",1
"3815",1910,25,"538",1
"3816",1910,25,"560",1
"3817",1910,25,"566",1
"3818",1910,25,"576",1
"3819",1910,25,"604",1
"3820",1910,25,"610",1
"3821",1910,25,"622",1
"3822",1910,25,"632",1
"3823",1910,25,"634",1
"3824",1910,25,"636",1
"3825",1910,25,"644",1
"3826",1910,25,"646",1
"3827",1910,25,"648",1
"3828",1910,25,"674",1
"3829",1910,25,"707",1
"3830",1910,25,"708",1
"3831",1910,25,"742",1
"3832",1910,25,"745",1
"3833",1910,25,"752",1
"3834",1910,25,"758",1
"3835",1910,25,"782",1
"3836",1910,25,"786",1
"3837",1910,25,"795",1
"3838",1910,25,"797",1
"3839",1910,25,"802",1
"3840",1910,25,"805",1
"3841",1910,25,"832",1
"3842",1910,25,"835",1
"3843",1910,25,"858",1
"3844",1910,25,"918",1
"3845",1910,25,"936",1
"3846",1910,25,"940",1
"3847",1910,25,"944",1
"3848",1910,25,"958",1
"3849",1910,25,"964",1
"3850",1910,25,"984",1
"3851",1910,25,"990",1
"3852",1920,0,"999",59
"3853",1920,0,"791",3
"3854",1920,0,"612",2
"3855",1920,0,"802",2
"3856",1920,0,"900",2
"3857",1920,0,"960",2
"3858",1920,0,"990",2
"3859",1920,0,"995",2
"3860",1920,0,"76",1
"3861",1920,0,"148",1
"3862",1920,0,"196",1
"3863",1920,0,"348",1
"3864",1920,0,"412",1
"3865",1920,0,"456",1
"3866",1920,0,"478",1
"3867",1920,0,"596",1
"3868",1920,0,"606",1
"3869",1920,0,"610",1
"3870",1920,0,"666",1
"3871",1920,0,"674",1
"3872",1920,0,"707",1
"3873",1920,0,"726",1
"3874",1920,0,"800",1
"3875",1920,0,"820",1
"3876",1920,0,"832",1
"3877",1920,0,"842",1
"3878",1920,0,"858",1
"3879",1920,0,"918",1
"3880",1920,0,"980",1
"3881",1920,0,"988",1
"3882",1920,0,"994",1
"3883",1920,1,"999",220
"3884",1920,1,"994",10
"3885",1920,1,"791",8
"3886",1920,1,"164",6
"3887",1920,1,"148",5
"3888",1920,1,"178",5
"3889",1920,1,"988",5
"3890",1920,1,"707",4
"3891",1920,1,"767",4
"3892",1920,1,"30",3
"3893",1920,1,"142",3
"3894",1920,1,"158",3
"3895",1920,1,"176",3
"3896",1920,1,"362",3
"3897",1920,1,"576",3
"3898",1920,1,"610",3
"3899",1920,1,"995",3
"3900",1920,1,"136",2
"3901",1920,1,"166",2
"3902",1920,1,"196",2
"3903",1920,1,"368",2
"3904",1920,1,"394",2
"3905",1920,1,"436",2
"3906",1920,1,"456",2
"3907",1920,1,"484",2
"3908",1920,1,"516",2
"3909",1920,1,"554",2
"3910",1920,1,"574",2
"3911",1920,1,"606",2
"3912",1920,1,"612",2
"3913",1920,1,"720",2
"3914",1920,1,"862",2
"3915",1920,1,"12",1
"3916",1920,1,"112",1
"3917",1920,1,"132",1
"3918",1920,1,"140",1
"3919",1920,1,"150",1
"3920",1920,1,"152",1
"3921",1920,1,"182",1
"3922",1920,1,"190",1
"3923",1920,1,"268",1
"3924",1920,1,"300",1
"3925",1920,1,"306",1
"3926",1920,1,"338",1
"3927",1920,1,"356",1
"3928",1920,1,"358",1
"3929",1920,1,"378",1
"3930",1920,1,"406",1
"3931",1920,1,"424",1
"3932",1920,1,"446",1
"3933",1920,1,"448",1
"3934",1920,1,"454",1
"3935",1920,1,"478",1
"3936",1920,1,"482",1
"3937",1920,1,"498",1
"3938",1920,1,"546",1
"3939",1920,1,"558",1
"3940",1920,1,"562",1
"3941",1920,1,"590",1
"3942",1920,1,"604",1
"3943",1920,1,"621",1
"3944",1920,1,"640",1
"3945",1920,1,"642",1
"3946",1920,1,"666",1
"3947",1920,1,"700",1
"3948",1920,1,"718",1
"3949",1920,1,"750",1
"3950",1920,1,"770",1
"3951",1920,1,"779",1
"3952",1920,1,"790",1
"3953",1920,1,"798",1
"3954",1920,1,"819",1
"3955",1920,1,"822",1
"3956",1920,1,"846",1
"3957",1920,1,"936",1
"3958",1920,1,"954",1
"3959",1920,1,"980",1
"3960",1920,1,"984",1
"3961",1920,1,"986",1
"3962",1920,1,"990",1
"3963",1920,1,"992",1
"3964",1920,2,"999",294
"3965",1920,2,"516",10
"3966",1920,2,"791",10
"3967",1920,2,"994",9
"3968",1920,2,"148",8
"3969",1920,2,"872",8
"3970",1920,2,"604",7
"3971",1920,2,"707",7
"3972",1920,2,"370",6
"3973",1920,2,"196",5
"3974",1920,2,"576",5
"3975",1920,2,"612",5
"3976",1920,2,"822",5
"3977",1920,2,"988",5
"3978",1920,2,"592",4
"3979",1920,2,"640",4
"3980",1920,2,"767",4
"3981",1920,2,"900",4
"3982",1920,2,"150",3
"3983",1920,2,"862",3
"3984",1920,2,"995",3
"3985",1920,2,"112",2
"3986",1920,2,"178",2
"3987",1920,2,"302",2
"3988",1920,2,"362",2
"3989",1920,2,"394",2
"3990",1920,2,"406",2
"3991",1920,2,"408",2
"3992",1920,2,"454",2
"3993",1920,2,"566",2
"3994",1920,2,"574",2
"3995",1920,2,"621",2
"3996",1920,2,"726",2
"3997",1920,2,"902",2
"3998",1920,2,"916",2
"3999",1920,2,"918",2
"4000",1920,2,"48",1
"4001",1920,2,"134",1
"4002",1920,2,"158",1
"4003",1920,2,"164",1
"4004",1920,2,"170",1
"4005",1920,2,"248",1
"4006",1920,2,"252",1
"4007",1920,2,"258",1
"4008",1920,2,"300",1
"4009",1920,2,"332",1
"4010",1920,2,"338",1
"4011",1920,2,"368",1
"4012",1920,2,"378",1
"4013",1920,2,"382",1
"4014",1920,2,"396",1
"4015",1920,2,"398",1
"4016",1920,2,"426",1
"4017",1920,2,"446",1
"4018",1920,2,"448",1
"4019",1920,2,"478",1
"4020",1920,2,"514",1
"4021",1920,2,"554",1
"4022",1920,2,"558",1
"4023",1920,2,"578",1
"4024",1920,2,"602",1
"4025",1920,2,"606",1
"4026",1920,2,"610",1
"4027",1920,2,"620",1
"4028",1920,2,"636",1
"4029",1920,2,"638",1
"4030",1920,2,"662",1
"4031",1920,2,"674",1
"4032",1920,2,"689",1
"4033",1920,2,"694",1
"4034",1920,2,"700",1
"4035",1920,2,"708",1
"4036",1920,2,"713",1
"4037",1920,2,"718",1
"4038",1920,2,"735",1
"4039",1920,2,"742",1
"4040",1920,2,"743",1
"4041",1920,2,"766",1
"4042",1920,2,"770",1
"4043",1920,2,"774",1
"4044",1920,2,"786",1
"4045",1920,2,"790",1
"4046",1920,2,"793",1
"4047",1920,2,"795",1
"4048",1920,2,"800",1
"4049",1920,2,"820",1
"4050",1920,2,"852",1
"4051",1920,2,"856",1
"4052",1920,2,"858",1
"4053",1920,2,"906",1
"4054",1920,2,"912",1
"4055",1920,2,"920",1
"4056",1920,2,"928",1
"4057",1920,2,"950",1
"4058",1920,2,"954",1
"4059",1920,2,"960",1
"4060",1920,2,"962",1
"4061",1920,2,"990",1
"4062",1920,3,"999",139
"4063",1920,3,"994",15
"4064",1920,3,"516",6
"4065",1920,3,"988",6
"4066",1920,3,"176",5
"4067",1920,3,"566",5
"4068",1920,3,"674",5
"4069",1920,3,"862",5
"4070",1920,3,"148",4
"4071",1920,3,"640",4
"4072",1920,3,"711",4
"4073",1920,3,"362",3
"4074",1920,3,"394",3
"4075",1920,3,"454",3
"4076",1920,3,"612",3
"4077",1920,3,"995",3
"4078",1920,3,"178",2
"4079",1920,3,"524",2
"4080",1920,3,"554",2
